state,abbr,fips,obs_date,first_release_date,value_first_release,value_current,revision,pub_lag_days,is_current
Alabama,AL,01,2012-09-01,2012-10-19,8.3,7.9,-0.40000000000000036,48,False
Alabama,AL,01,2012-10-01,2012-11-20,8.1,7.8,-0.2999999999999998,50,False
Alabama,AL,01,2012-11-01,2012-12-21,7.5,7.8,0.2999999999999998,50,False
Alabama,AL,01,2012-12-01,2013-01-18,7.1,7.7,0.6000000000000005,48,False
Alabama,AL,01,2013-01-01,2013-03-18,6.9,7.7,0.7999999999999998,76,False
Alabama,AL,01,2013-02-01,2013-03-29,7.2,7.6,0.39999999999999947,56,False
Alabama,AL,01,2013-03-01,2013-04-19,7.2,7.5,0.2999999999999998,49,False
Alabama,AL,01,2013-04-01,2013-05-17,6.9,7.4,0.5,46,False
Alabama,AL,01,2013-05-01,2013-06-21,6.8,7.3,0.5,51,False
Alabama,AL,01,2013-06-01,2013-07-19,6.5,7.3,0.7999999999999998,48,False
Alabama,AL,01,2013-07-01,2013-08-19,6.3,7.3,1.0,49,False
Alabama,AL,01,2013-08-01,2013-09-20,6.3,7.3,1.0,50,False
Alabama,AL,01,2013-09-01,2013-11-22,6.4,7.3,0.8999999999999995,82,False
Alabama,AL,01,2013-10-01,2013-11-22,6.5,7.2,0.7000000000000002,52,False
Alabama,AL,01,2013-11-01,2013-12-20,6.2,7.2,1.0,49,False
Alabama,AL,01,2013-12-01,2014-01-28,6.1,7.2,1.1000000000000005,58,False
Alabama,AL,01,2014-01-01,2014-03-17,6.1,7.2,1.1000000000000005,75,False
Alabama,AL,01,2014-02-01,2014-03-28,6.4,7.1,0.6999999999999993,55,False
Alabama,AL,01,2014-03-01,2014-04-18,6.7,7.1,0.39999999999999947,48,False
Alabama,AL,01,2014-04-01,2014-05-16,6.9,7.0,0.09999999999999964,45,False
Alabama,AL,01,2014-05-01,2014-06-20,6.8,6.9,0.10000000000000053,50,False
Alabama,AL,01,2014-06-01,2014-07-18,6.8,6.9,0.10000000000000053,47,False
Alabama,AL,01,2014-07-01,2014-08-18,7.0,6.8,-0.20000000000000018,48,False
Alabama,AL,01,2014-08-01,2014-09-19,6.9,6.7,-0.20000000000000018,49,False
Alabama,AL,01,2014-09-01,2014-10-21,6.6,6.6,0.0,50,False
Alabama,AL,01,2014-10-01,2014-11-21,6.3,6.4,0.10000000000000053,51,False
Alabama,AL,01,2014-11-01,2014-12-19,6.0,6.3,0.2999999999999998,48,False
Alabama,AL,01,2014-12-01,2015-01-27,5.7,6.2,0.5,57,False
Alabama,AL,01,2015-01-01,2015-03-17,6.0,6.2,0.20000000000000018,75,False
Alabama,AL,01,2015-02-01,2015-03-27,5.8,6.1,0.2999999999999998,54,False
Alabama,AL,01,2015-03-01,2015-04-21,5.7,6.1,0.39999999999999947,51,False
Alabama,AL,01,2015-04-01,2015-05-27,5.8,6.1,0.2999999999999998,56,False
Alabama,AL,01,2015-05-01,2015-06-19,6.1,6.1,0.0,49,False
Alabama,AL,01,2015-06-01,2015-07-21,6.1,6.1,0.0,50,False
Alabama,AL,01,2015-07-01,2015-08-21,6.2,6.1,-0.10000000000000053,51,False
Alabama,AL,01,2015-08-01,2015-09-18,6.2,6.1,-0.10000000000000053,48,False
Alabama,AL,01,2015-09-01,2015-10-20,6.0,6.1,0.09999999999999964,49,False
Alabama,AL,01,2015-10-01,2015-11-20,5.9,6.0,0.09999999999999964,50,False
Alabama,AL,01,2015-11-01,2015-12-18,6.0,6.0,0.0,47,False
Alabama,AL,01,2015-12-01,2016-01-26,6.2,6.0,-0.20000000000000018,56,False
Alabama,AL,01,2016-01-01,2016-03-14,6.2,5.9,-0.2999999999999998,73,False
Alabama,AL,01,2016-02-01,2016-03-25,6.2,5.9,-0.2999999999999998,53,False
Alabama,AL,01,2016-03-01,2016-04-15,6.2,5.9,-0.2999999999999998,45,False
Alabama,AL,01,2016-04-01,2016-05-20,6.1,5.8,-0.2999999999999998,49,False
Alabama,AL,01,2016-05-01,2016-06-17,6.1,5.8,-0.2999999999999998,47,False
Alabama,AL,01,2016-06-01,2016-07-22,6.0,5.8,-0.20000000000000018,51,False
Alabama,AL,01,2016-07-01,2016-08-19,5.7,5.8,0.09999999999999964,49,False
Alabama,AL,01,2016-08-01,2016-09-20,5.4,5.8,0.39999999999999947,50,False
Alabama,AL,01,2016-09-01,2016-10-21,5.4,5.8,0.39999999999999947,50,False
Alabama,AL,01,2016-10-01,2016-11-18,5.7,5.8,0.09999999999999964,48,False
Alabama,AL,01,2016-11-01,2016-12-16,5.9,5.7,-0.20000000000000018,45,False
Alabama,AL,01,2016-12-01,2017-01-24,6.2,5.6,-0.6000000000000005,54,False
Alabama,AL,01,2017-01-01,2017-03-13,6.4,5.4,-1.0,71,False
Alabama,AL,01,2017-02-01,2017-03-24,6.2,5.2,-1.0,51,False
Alabama,AL,01,2017-03-01,2017-04-21,5.8,5.0,-0.7999999999999998,51,False
Alabama,AL,01,2017-04-01,2017-05-19,5.4,4.8,-0.6000000000000005,48,False
Alabama,AL,01,2017-05-01,2017-06-16,4.9,4.6,-0.3000000000000007,46,False
Alabama,AL,01,2017-06-01,2017-07-21,4.6,4.5,-0.09999999999999964,50,False
Alabama,AL,01,2017-07-01,2017-08-18,4.5,4.3,-0.20000000000000018,48,False
Alabama,AL,01,2017-08-01,2017-09-15,4.2,4.2,0.0,45,False
Alabama,AL,01,2017-09-01,2017-10-20,3.8,4.1,0.2999999999999998,49,False
Alabama,AL,01,2017-10-01,2017-11-17,3.6,4.0,0.3999999999999999,47,False
Alabama,AL,01,2017-11-01,2017-12-22,3.5,4.0,0.5,51,False
Alabama,AL,01,2017-12-01,2018-01-23,3.5,4.0,0.5,53,False
Alabama,AL,01,2018-01-01,2018-03-12,3.7,4.0,0.2999999999999998,70,False
Alabama,AL,01,2018-02-01,2018-03-23,3.7,4.0,0.2999999999999998,50,False
Alabama,AL,01,2018-03-01,2018-04-20,3.8,4.0,0.20000000000000018,50,False
Alabama,AL,01,2018-04-01,2018-05-18,3.8,4.0,0.20000000000000018,47,False
Alabama,AL,01,2018-05-01,2018-06-15,3.9,4.0,0.10000000000000009,45,False
Alabama,AL,01,2018-06-01,2018-07-20,4.1,4.0,-0.09999999999999964,49,False
Alabama,AL,01,2018-07-01,2018-08-17,4.1,3.9,-0.19999999999999973,47,False
Alabama,AL,01,2018-08-01,2018-09-21,4.1,3.9,-0.19999999999999973,51,False
Alabama,AL,01,2018-09-01,2018-10-19,4.1,3.9,-0.19999999999999973,48,False
Alabama,AL,01,2018-10-01,2018-11-16,4.1,3.8,-0.2999999999999998,46,False
Alabama,AL,01,2018-11-01,2018-12-21,4.0,3.8,-0.20000000000000018,50,False
Alabama,AL,01,2018-12-01,2019-01-18,3.9,3.8,-0.10000000000000009,48,False
Alabama,AL,01,2019-01-01,2019-03-11,3.8,3.7,-0.09999999999999964,69,False
Alabama,AL,01,2019-02-01,2019-03-22,3.7,3.6,-0.10000000000000009,49,False
Alabama,AL,01,2019-03-01,2019-04-19,3.7,3.4,-0.30000000000000027,49,False
Alabama,AL,01,2019-04-01,2019-05-17,3.8,3.3,-0.5,46,False
Alabama,AL,01,2019-05-01,2019-06-21,3.7,3.2,-0.5,51,False
Alabama,AL,01,2019-06-01,2019-07-19,3.5,3.0,-0.5,48,False
Alabama,AL,01,2019-07-01,2019-08-16,3.3,3.0,-0.2999999999999998,46,False
Alabama,AL,01,2019-08-01,2019-09-20,3.1,3.0,-0.10000000000000009,50,False
Alabama,AL,01,2019-09-01,2019-10-18,3.0,3.0,0.0,47,False
Alabama,AL,01,2019-10-01,2019-11-19,2.8,3.0,0.20000000000000018,49,False
Alabama,AL,01,2019-11-01,2019-12-20,2.7,3.0,0.2999999999999998,49,False
Alabama,AL,01,2019-12-01,2020-01-24,2.7,3.1,0.3999999999999999,54,False
Alabama,AL,01,2020-01-01,2020-03-16,2.7,3.2,0.5,75,False
Alabama,AL,01,2020-02-01,2020-03-27,2.7,3.3,0.5999999999999996,55,False
Alabama,AL,01,2020-03-01,2020-04-17,3.5,3.4,-0.10000000000000009,47,False
Alabama,AL,01,2020-04-01,2020-05-22,12.9,13.8,0.9000000000000004,51,False
Alabama,AL,01,2020-05-01,2020-06-19,9.9,10.4,0.5,49,False
Alabama,AL,01,2020-06-01,2020-07-17,7.5,8.6,1.0999999999999996,46,False
Alabama,AL,01,2020-07-01,2020-08-21,7.9,7.5,-0.40000000000000036,51,False
Alabama,AL,01,2020-08-01,2020-09-18,5.6,6.3,0.7000000000000002,48,False
Alabama,AL,01,2020-09-01,2020-10-20,6.6,5.9,-0.6999999999999993,49,False
Alabama,AL,01,2020-10-01,2020-11-20,5.8,5.2,-0.5999999999999996,50,False
Alabama,AL,01,2020-11-01,2020-12-18,4.4,4.8,0.39999999999999947,47,False
Alabama,AL,01,2020-12-01,2021-01-26,3.9,4.5,0.6000000000000001,56,False
Alabama,AL,01,2021-01-01,2021-03-15,4.3,4.2,-0.09999999999999964,73,False
Alabama,AL,01,2021-02-01,2021-03-26,4.0,3.9,-0.10000000000000009,53,False
Alabama,AL,01,2021-03-01,2021-04-16,3.8,3.8,0.0,46,False
Alabama,AL,01,2021-04-01,2021-05-21,3.6,3.7,0.10000000000000009,50,False
Alabama,AL,01,2021-05-01,2021-06-23,3.4,3.6,0.20000000000000018,53,False
Alabama,AL,01,2021-06-01,2021-07-16,3.3,3.5,0.20000000000000018,45,False
Alabama,AL,01,2021-07-01,2021-08-20,3.2,3.4,0.19999999999999973,50,False
Alabama,AL,01,2021-08-01,2021-09-17,3.1,3.2,0.10000000000000009,47,False
Alabama,AL,01,2021-09-01,2021-10-22,3.1,3.0,-0.10000000000000009,51,False
Alabama,AL,01,2021-10-01,2021-11-19,3.1,2.9,-0.20000000000000018,49,False
Alabama,AL,01,2021-11-01,2021-12-17,3.1,2.8,-0.30000000000000027,46,False
Alabama,AL,01,2021-12-01,2022-01-25,3.1,2.7,-0.3999999999999999,55,False
Alabama,AL,01,2022-01-01,2022-03-14,3.1,2.6,-0.5,72,False
Alabama,AL,01,2022-02-01,2022-03-25,3.0,2.6,-0.3999999999999999,52,False
Alabama,AL,01,2022-03-01,2022-04-15,2.9,2.6,-0.2999999999999998,45,False
Alabama,AL,01,2022-04-01,2022-05-20,2.8,2.6,-0.19999999999999973,49,False
Alabama,AL,01,2022-05-01,2022-06-17,2.7,2.6,-0.10000000000000009,47,False
Alabama,AL,01,2022-06-01,2022-07-22,2.6,2.6,0.0,51,False
Alabama,AL,01,2022-07-01,2022-08-19,2.6,2.6,0.0,49,False
Alabama,AL,01,2022-08-01,2022-09-16,2.6,2.6,0.0,46,False
Alabama,AL,01,2022-09-01,2022-10-21,2.6,2.5,-0.10000000000000009,50,False
Alabama,AL,01,2022-10-01,2022-11-18,2.7,2.5,-0.20000000000000018,48,False
Alabama,AL,01,2022-11-01,2022-12-16,2.7,2.4,-0.30000000000000027,45,False
Alabama,AL,01,2022-12-01,2023-01-24,2.8,2.3,-0.5,54,False
Alabama,AL,01,2023-01-01,2023-03-13,2.6,2.3,-0.30000000000000027,71,False
Alabama,AL,01,2023-02-01,2023-03-24,2.5,2.3,-0.20000000000000018,51,False
Alabama,AL,01,2023-03-01,2023-04-21,2.3,2.3,0.0,51,True
Alabama,AL,01,2023-04-01,2023-05-19,2.2,2.3,0.09999999999999964,48,False
Alabama,AL,01,2023-05-01,2023-06-16,2.2,2.3,0.09999999999999964,46,False
Alabama,AL,01,2023-06-01,2023-07-21,2.2,2.4,0.19999999999999973,50,False
Alabama,AL,01,2023-07-01,2023-08-18,2.1,2.4,0.2999999999999998,48,False
Alabama,AL,01,2023-08-01,2023-09-19,2.1,2.5,0.3999999999999999,49,False
Alabama,AL,01,2023-09-01,2023-10-20,2.2,2.6,0.3999999999999999,49,False
Alabama,AL,01,2023-10-01,2023-11-17,2.3,2.7,0.40000000000000036,47,False
Alabama,AL,01,2023-11-01,2023-12-22,2.4,2.8,0.3999999999999999,51,False
Alabama,AL,01,2023-12-01,2024-01-23,2.6,2.8,0.19999999999999973,53,False
Alabama,AL,01,2024-01-01,2024-03-11,2.9,2.9,0.0,70,True
Alabama,AL,01,2024-02-01,2024-03-22,3.0,2.9,-0.10000000000000009,50,False
Alabama,AL,01,2024-03-01,2024-04-19,3.0,2.9,-0.10000000000000009,49,False
Alabama,AL,01,2024-04-01,2024-05-17,3.1,2.9,-0.20000000000000018,46,False
Alabama,AL,01,2024-05-01,2024-06-25,3.0,2.9,-0.10000000000000009,55,False
Alabama,AL,01,2024-06-01,2024-07-19,2.9,2.9,0.0,48,True
Alabama,AL,01,2024-07-01,2024-08-16,2.8,3.0,0.20000000000000018,46,False
Alabama,AL,01,2024-08-01,2024-09-20,2.8,3.0,0.20000000000000018,50,False
Alabama,AL,01,2024-09-01,2024-10-22,2.9,3.1,0.20000000000000018,51,False
Alabama,AL,01,2024-10-01,2024-11-19,2.9,3.1,0.20000000000000018,49,False
Alabama,AL,01,2024-11-01,2024-12-20,3.1,3.1,0.0,49,False
Alabama,AL,01,2024-12-01,2025-01-28,3.3,3.1,-0.19999999999999973,58,False
Alabama,AL,01,2025-01-01,2025-03-17,3.3,3.1,-0.19999999999999973,75,False
Alabama,AL,01,2025-02-01,2025-03-28,3.3,3.0,-0.2999999999999998,55,False
Alabama,AL,01,2025-03-01,2025-04-18,3.3,3.0,-0.2999999999999998,48,False
Alabama,AL,01,2025-04-01,2025-05-21,3.3,2.9,-0.3999999999999999,50,False
Alabama,AL,01,2025-05-01,2025-06-24,3.3,2.9,-0.3999999999999999,54,False
Alabama,AL,01,2025-06-01,2025-07-18,3.2,2.9,-0.30000000000000027,47,False
Alabama,AL,01,2025-07-01,2025-08-19,3.0,2.8,-0.20000000000000018,49,False
Alabama,AL,01,2025-08-01,2025-09-19,2.9,2.8,-0.10000000000000009,49,False
Alabama,AL,01,2025-09-01,2025-12-11,2.8,2.8,0.0,101,True
Alabama,AL,01,2025-11-01,2026-01-07,2.7,2.7,0.0,67,True
Alabama,AL,01,2025-12-01,2026-01-27,2.7,2.7,0.0,57,True
Alabama,AL,01,2026-01-01,2026-04-08,2.7,2.7,0.0,97,True
Alabama,AL,01,2026-02-01,2026-04-22,2.7,2.7,0.0,80,True
Alabama,AL,01,2026-03-01,2026-05-06,2.7,2.7,0.0,66,True
Alabama,AL,01,2026-04-01,2026-05-22,2.8,2.8,0.0,51,True
Alaska,AK,02,2007-06-01,2007-07-20,5.9,6.2,0.2999999999999998,49,False
Alaska,AK,02,2007-07-01,2007-08-17,6.1,6.3,0.20000000000000018,47,False
Alaska,AK,02,2007-08-01,2007-09-25,6.3,6.3,0.0,55,False
Alaska,AK,02,2007-09-01,2007-10-19,6.3,6.3,0.0,48,False
Alaska,AK,02,2007-10-01,2007-11-20,6.1,6.3,0.20000000000000018,50,False
Alaska,AK,02,2007-11-01,2007-12-21,6.4,6.3,-0.10000000000000053,50,False
Alaska,AK,02,2007-12-01,2008-01-18,6.5,6.2,-0.2999999999999998,48,False
Alaska,AK,02,2008-01-01,2008-03-11,6.5,6.2,-0.2999999999999998,70,False
Alaska,AK,02,2008-02-01,2008-03-28,6.6,6.2,-0.39999999999999947,56,False
Alaska,AK,02,2008-03-01,2008-04-18,6.7,6.3,-0.40000000000000036,48,False
Alaska,AK,02,2008-04-01,2008-05-16,6.7,6.3,-0.40000000000000036,45,False
Alaska,AK,02,2008-05-01,2008-06-20,7.0,6.4,-0.5999999999999996,50,False
Alaska,AK,02,2008-06-01,2008-07-18,6.8,6.5,-0.2999999999999998,47,False
Alaska,AK,02,2008-07-01,2008-08-15,6.9,6.6,-0.3000000000000007,45,False
Alaska,AK,02,2008-08-01,2008-09-19,6.9,6.6,-0.3000000000000007,49,False
Alaska,AK,02,2008-09-01,2008-10-21,6.8,6.6,-0.20000000000000018,50,False
Alaska,AK,02,2008-10-01,2008-11-21,7.4,6.7,-0.7000000000000002,51,False
Alaska,AK,02,2008-11-01,2008-12-19,7.3,6.8,-0.5,48,False
Alaska,AK,02,2008-12-01,2009-01-27,7.5,6.9,-0.5999999999999996,57,False
Alaska,AK,02,2009-01-01,2009-03-11,7.9,7.1,-0.8000000000000007,69,False
Alaska,AK,02,2009-02-01,2009-03-27,8.0,7.4,-0.5999999999999996,54,False
Alaska,AK,02,2009-03-01,2009-04-17,8.5,7.6,-0.9000000000000004,47,False
Alaska,AK,02,2009-04-01,2009-05-22,8.0,7.7,-0.2999999999999998,51,False
Alaska,AK,02,2009-05-01,2009-06-19,8.4,7.8,-0.6000000000000005,49,False
Alaska,AK,02,2009-06-01,2009-07-17,8.4,7.9,-0.5,46,False
Alaska,AK,02,2009-07-01,2009-08-21,8.3,8.0,-0.3000000000000007,51,False
Alaska,AK,02,2009-08-01,2009-09-18,8.3,8.0,-0.3000000000000007,48,False
Alaska,AK,02,2009-09-01,2009-10-21,8.4,8.1,-0.3000000000000007,50,False
Alaska,AK,02,2009-10-01,2009-11-20,8.9,8.1,-0.8000000000000007,50,False
Alaska,AK,02,2009-11-01,2009-12-18,8.7,8.1,-0.5999999999999996,47,False
Alaska,AK,02,2009-12-01,2010-01-22,8.8,8.2,-0.6000000000000014,52,False
Alaska,AK,02,2010-01-01,2010-03-10,8.5,8.3,-0.1999999999999993,68,False
Alaska,AK,02,2010-02-01,2010-03-26,8.5,8.3,-0.1999999999999993,53,False
Alaska,AK,02,2010-03-01,2010-04-16,8.6,8.2,-0.40000000000000036,46,False
Alaska,AK,02,2010-04-01,2010-05-21,8.4,8.1,-0.3000000000000007,50,False
Alaska,AK,02,2010-05-01,2010-06-18,8.3,8.0,-0.3000000000000007,48,False
Alaska,AK,02,2010-06-01,2010-07-20,7.9,7.9,0.0,49,False
Alaska,AK,02,2010-07-01,2010-08-20,7.7,7.8,0.09999999999999964,50,False
Alaska,AK,02,2010-08-01,2010-09-21,7.7,7.8,0.09999999999999964,51,False
Alaska,AK,02,2010-09-01,2010-10-22,7.8,7.8,0.0,51,False
Alaska,AK,02,2010-10-01,2010-11-23,7.9,7.9,0.0,53,False
Alaska,AK,02,2010-11-01,2010-12-17,8.0,7.9,-0.09999999999999964,46,False
Alaska,AK,02,2010-12-01,2011-01-25,8.1,7.9,-0.1999999999999993,55,False
Alaska,AK,02,2011-01-01,2011-03-10,7.7,7.8,0.09999999999999964,68,False
Alaska,AK,02,2011-02-01,2011-03-25,7.6,7.8,0.20000000000000018,52,False
Alaska,AK,02,2011-03-01,2011-04-19,7.4,7.7,0.2999999999999998,49,False
Alaska,AK,02,2011-04-01,2011-05-20,7.3,7.6,0.2999999999999998,49,False
Alaska,AK,02,2011-05-01,2011-06-17,7.4,7.6,0.1999999999999993,47,False
Alaska,AK,02,2011-06-01,2011-07-22,7.5,7.6,0.09999999999999964,51,False
Alaska,AK,02,2011-07-01,2011-08-19,7.7,7.6,-0.10000000000000053,49,False
Alaska,AK,02,2011-08-01,2011-09-16,7.7,7.6,-0.10000000000000053,46,False
Alaska,AK,02,2011-09-01,2011-10-21,7.6,7.6,0.0,50,False
Alaska,AK,02,2011-10-01,2011-11-22,7.4,7.5,0.09999999999999964,52,False
Alaska,AK,02,2011-11-01,2011-12-20,7.3,7.5,0.20000000000000018,49,False
Alaska,AK,02,2011-12-01,2012-01-24,7.3,7.4,0.10000000000000053,54,False
Alaska,AK,02,2012-01-01,2012-03-13,7.2,7.3,0.09999999999999964,72,False
Alaska,AK,02,2012-02-01,2012-03-30,7.1,7.3,0.20000000000000018,58,False
Alaska,AK,02,2012-03-01,2012-04-20,7.0,7.2,0.20000000000000018,50,False
Alaska,AK,02,2012-04-01,2012-05-18,6.9,7.2,0.2999999999999998,47,False
Alaska,AK,02,2012-05-01,2012-06-15,7.0,7.2,0.20000000000000018,45,False
Alaska,AK,02,2012-06-01,2012-07-20,7.3,7.2,-0.09999999999999964,49,False
Alaska,AK,02,2012-07-01,2012-08-17,7.7,7.1,-0.6000000000000005,47,False
Alaska,AK,02,2012-08-01,2012-09-21,7.8,7.1,-0.7000000000000002,51,False
Alaska,AK,02,2012-09-01,2012-10-19,7.5,7.0,-0.5,48,False
Alaska,AK,02,2012-10-01,2012-11-20,7.1,7.0,-0.09999999999999964,50,False
Alaska,AK,02,2012-11-01,2012-12-21,6.8,7.0,0.20000000000000018,50,False
Alaska,AK,02,2012-12-01,2013-01-18,6.6,7.0,0.40000000000000036,48,False
Alaska,AK,02,2013-01-01,2013-03-18,6.7,7.0,0.2999999999999998,76,False
Alaska,AK,02,2013-02-01,2013-03-29,6.5,7.0,0.5,56,False
Alaska,AK,02,2013-03-01,2013-04-19,6.2,6.9,0.7000000000000002,49,False
Alaska,AK,02,2013-04-01,2013-05-17,6.0,6.9,0.9000000000000004,46,False
Alaska,AK,02,2013-05-01,2013-06-21,5.9,6.9,1.0,51,False
Alaska,AK,02,2013-06-01,2013-07-19,6.1,6.9,0.8000000000000007,48,False
Alaska,AK,02,2013-07-01,2013-08-19,6.3,6.9,0.6000000000000005,49,False
Alaska,AK,02,2013-08-01,2013-09-20,6.5,7.0,0.5,50,False
Alaska,AK,02,2013-09-01,2013-11-22,6.5,6.9,0.40000000000000036,82,False
Alaska,AK,02,2013-10-01,2013-11-22,6.5,6.9,0.40000000000000036,52,False
Alaska,AK,02,2013-11-01,2013-12-20,6.5,6.9,0.40000000000000036,49,False
Alaska,AK,02,2013-12-01,2014-01-28,6.4,6.9,0.5,58,False
Alaska,AK,02,2014-01-01,2014-03-17,6.4,6.9,0.5,75,False
Alaska,AK,02,2014-02-01,2014-03-28,6.5,6.9,0.40000000000000036,55,False
Alaska,AK,02,2014-03-01,2014-04-18,6.6,6.9,0.3000000000000007,48,False
Alaska,AK,02,2014-04-01,2014-05-16,6.4,6.9,0.5,45,False
Alaska,AK,02,2014-05-01,2014-06-20,6.4,6.9,0.5,50,False
Alaska,AK,02,2014-06-01,2014-07-18,6.4,6.8,0.39999999999999947,47,False
Alaska,AK,02,2014-07-01,2014-08-18,6.5,6.8,0.2999999999999998,48,False
Alaska,AK,02,2014-08-01,2014-09-19,6.8,6.8,0.0,49,False
