as_of_date,state,ur_t0,ur_t1,ur_t2,ur_t3,ur_t4,ur_t5,ur_t6,ur_t7,ur_t8,ur_t9,ur_t10,ur_t11,ur_t12,ur_latest_obs,ur_lag_months,ur_mom1_chg,ur_mom3_chg,ur_yoy_chg
2020-12-01,New Jersey,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,3.8,3.8,3.5,3.4,3.2,2020-10-01,2,1.4999999999999991,-5.600000000000001,4.999999999999999
2021-01-01,New Jersey,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,3.8,3.8,3.5,3.4,2020-11-01,2,2.0,-0.7000000000000011,6.799999999999999
2021-02-01,New Jersey,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,3.8,3.8,3.5,2020-12-01,2,-2.5999999999999996,0.8999999999999995,4.1
2021-03-01,New Jersey,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,3.8,3.8,3.5,2020-12-01,3,-2.5999999999999996,0.8999999999999995,4.1
2021-04-01,New Jersey,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,3.8,2021-02-01,2,-0.10000000000000053,-2.3999999999999995,4.0
2021-05-01,New Jersey,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,3.8,2021-03-01,2,-0.09999999999999964,0.10000000000000053,3.9000000000000004
2021-06-01,New Jersey,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,15.3,2021-04-01,2,-0.20000000000000018,-0.40000000000000036,-7.800000000000001
2021-07-01,New Jersey,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,16.6,15.2,2021-05-01,2,-0.2999999999999998,-0.5999999999999996,-7.999999999999999
2021-08-01,New Jersey,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,16.6,2021-06-01,2,0.09999999999999964,-0.40000000000000036,-9.3
2021-09-01,New Jersey,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,13.8,2021-07-01,2,0.0,-0.20000000000000018,-6.500000000000001
2021-10-01,New Jersey,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,10.9,2021-08-01,2,-0.09999999999999964,0.0,-3.7
2021-11-01,New Jersey,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,6.7,2021-09-01,2,-0.10000000000000053,-0.20000000000000018,0.39999999999999947
2021-12-01,New Jersey,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,8.2,2021-10-01,2,-0.09999999999999964,-0.2999999999999998,-1.1999999999999993
2022-01-01,New Jersey,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,10.2,2021-11-01,2,-0.40000000000000036,-0.6000000000000005,-3.5999999999999996
2022-02-01,New Jersey,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,2021-12-01,2,-0.2999999999999998,-0.7999999999999998,-1.2999999999999998
2022-03-01,New Jersey,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,7.9,7.6,2021-12-01,3,-0.2999999999999998,-0.7999999999999998,-1.2999999999999998
2022-04-01,New Jersey,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,7.8,2022-02-01,2,-0.6000000000000005,-2.0,-3.2
2022-05-01,New Jersey,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,7.7,2022-03-01,2,-0.39999999999999947,-2.0999999999999996,-3.5
2022-06-01,New Jersey,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,7.5,2022-04-01,2,-0.10000000000000053,-1.1000000000000005,-3.4000000000000004
2022-07-01,New Jersey,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,7.3,7.2,2022-05-01,2,-0.19999999999999973,-0.6999999999999997,-3.3000000000000003
2022-08-01,New Jersey,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,7.3,2022-06-01,2,0.0,-0.30000000000000027,-3.4
2022-09-01,New Jersey,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,7.3,2022-07-01,2,-0.19999999999999973,-0.39999999999999947,-3.5999999999999996
2022-10-01,New Jersey,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,7.2,2022-08-01,2,0.2999999999999998,0.10000000000000009,-3.2
2022-11-01,New Jersey,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,7.1,2022-09-01,2,-0.7000000000000002,-0.6000000000000001,-3.8
2022-12-01,New Jersey,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,7.0,2022-10-01,2,0.20000000000000018,-0.20000000000000018,-3.5
2023-01-01,New Jersey,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,6.6,2022-11-01,2,-0.10000000000000009,-0.6000000000000001,-3.1999999999999997
2023-02-01,New Jersey,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,2022-12-01,2,0.0,0.10000000000000009,-2.9
2023-03-01,New Jersey,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,5.2,6.3,2022-12-01,3,0.0,0.10000000000000009,-2.9
2023-04-01,New Jersey,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,4.6,2023-02-01,2,0.10000000000000009,0.10000000000000009,-1.0999999999999996
2023-05-01,New Jersey,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,4.2,2023-03-01,2,0.0,0.10000000000000009,-0.7000000000000002
2023-06-01,New Jersey,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,4.1,2023-04-01,2,0.0,0.10000000000000009,-0.5999999999999996
2023-07-01,New Jersey,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,3.9,3.9,2023-05-01,2,0.10000000000000009,0.10000000000000009,-0.2999999999999998
2023-08-01,New Jersey,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,3.9,2023-06-01,2,0.10000000000000009,0.20000000000000018,-0.19999999999999973
2023-09-01,New Jersey,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,3.7,2023-07-01,2,0.19999999999999973,0.3999999999999999,0.19999999999999973
2023-10-01,New Jersey,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,4.0,2023-08-01,2,0.30000000000000027,0.6000000000000001,0.20000000000000018
2023-11-01,New Jersey,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.3,2023-09-01,2,0.20000000000000018,0.7000000000000002,1.1000000000000005
2023-12-01,New Jersey,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,2023-10-01,2,0.1999999999999993,0.6999999999999997,1.0999999999999996
2024-01-01,New Jersey,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.4,2023-11-01,2,0.10000000000000053,0.5,1.3000000000000003
2024-02-01,New Jersey,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,2023-12-01,2,0.09999999999999964,0.39999999999999947,1.4
2024-03-01,New Jersey,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,3.4,3.4,2023-12-01,3,0.09999999999999964,0.39999999999999947,1.4
2024-04-01,New Jersey,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,3.5,2024-02-01,2,0.0,0.09999999999999964,1.2999999999999998
2024-05-01,New Jersey,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,3.5,2024-03-01,2,0.0,0.0,1.2999999999999998
2024-06-01,New Jersey,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,3.5,2024-04-01,2,-0.09999999999999964,-0.09999999999999964,1.2000000000000002
2024-07-01,New Jersey,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,3.7,3.6,2024-05-01,2,-0.10000000000000053,-0.20000000000000018,0.9999999999999996
2024-08-01,New Jersey,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,3.7,2024-06-01,2,0.0,-0.20000000000000018,0.8999999999999995
2024-09-01,New Jersey,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,3.9,2024-07-01,2,0.10000000000000053,0.0,0.8000000000000003
2024-10-01,New Jersey,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,4.2,2024-08-01,2,0.09999999999999964,0.20000000000000018,0.5999999999999996
2024-11-01,New Jersey,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,4.4,2024-09-01,2,-0.09999999999999964,0.10000000000000053,0.2999999999999998
2024-12-01,New Jersey,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,4.6,2024-10-01,2,0.0,0.0,0.10000000000000053
2025-01-01,New Jersey,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.7,2024-11-01,2,-0.10000000000000053,-0.20000000000000018,-0.10000000000000053
2025-02-01,New Jersey,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,2024-12-01,2,0.0,-0.10000000000000053,-0.20000000000000018
2025-03-01,New Jersey,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,4.8,4.8,2024-12-01,3,0.0,-0.10000000000000053,-0.20000000000000018
2025-04-01,New Jersey,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,4.8,2025-02-01,2,0.0,0.0,-0.20000000000000018
2025-05-01,New Jersey,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,4.8,2025-03-01,2,0.10000000000000053,0.10000000000000053,-0.09999999999999964
2025-06-01,New Jersey,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,4.7,2025-04-01,2,0.09999999999999964,0.20000000000000018,0.09999999999999964
2025-07-01,New Jersey,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,4.6,4.6,2025-05-01,2,0.0,0.20000000000000018,0.20000000000000018
2025-08-01,New Jersey,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,4.6,2025-06-01,2,0.10000000000000053,0.20000000000000018,0.3000000000000007
2025-09-01,New Jersey,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,4.7,2025-07-01,2,0.0,0.10000000000000053,0.20000000000000018
2025-10-01,New Jersey,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,2025-08-01,2,0.09999999999999964,0.20000000000000018,0.20000000000000018
2025-11-01,New Jersey,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,2025-08-01,3,0.09999999999999964,0.20000000000000018,0.20000000000000018
2025-12-01,New Jersey,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,4.8,2025-08-01,4,0.09999999999999964,0.20000000000000018,0.20000000000000018
2026-01-01,New Jersey,5.2,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,4.7,4.7,2025-09-01,4,0.20000000000000018,0.2999999999999998,0.5
2026-02-01,New Jersey,5.4,5.4,5.2,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,2025-12-01,2,0.0,0.40000000000000036,0.8000000000000007
2026-03-01,New Jersey,5.4,5.4,5.2,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,2025-12-01,3,0.0,0.40000000000000036,0.8000000000000007
2026-04-01,New Jersey,5.4,5.4,5.2,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,4.6,4.6,2025-12-01,4,0.0,0.40000000000000036,0.8000000000000007
2026-05-01,New Jersey,5.1,5.2,5.4,5.4,5.2,5.0,4.9,4.9,4.8,4.8,4.7,4.6,4.6,2026-02-01,3,-0.10000000000000053,-0.3000000000000007,0.5
2026-06-01,New Jersey,4.8,4.9,5.1,5.2,5.4,5.4,5.2,5.0,4.9,4.9,4.8,4.8,4.7,2026-04-01,2,-0.10000000000000053,-0.40000000000000036,0.09999999999999964
2008-08-01,New Mexico,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,3.1,3.4,3.8,3.7,3.2,2008-06-01,2,0.10000000000000009,0.19999999999999973,0.6999999999999997
2008-09-01,New Mexico,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,3.1,3.4,3.8,3.7,2008-07-01,2,0.19999999999999973,0.5999999999999996,0.39999999999999947
2008-10-01,New Mexico,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,3.1,3.4,3.8,2008-08-01,2,0.5,0.7999999999999998,0.7999999999999998
2008-11-01,New Mexico,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,3.1,3.4,2008-09-01,2,-0.5999999999999996,0.10000000000000009,0.6000000000000001
2008-12-01,New Mexico,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,3.1,2008-10-01,2,0.40000000000000036,0.3000000000000007,1.3000000000000003
2009-01-01,New Mexico,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,3.4,2008-11-01,2,-0.10000000000000053,-0.2999999999999998,0.8999999999999999
2009-02-01,New Mexico,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,2008-12-01,2,0.6000000000000005,0.9000000000000004,1.2000000000000002
2009-03-01,New Mexico,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,3.1,3.7,2008-12-01,3,0.6000000000000005,0.9000000000000004,1.2000000000000002
2009-04-01,New Mexico,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,3.2,2009-02-01,2,0.3000000000000007,1.1000000000000005,2.2
2009-05-01,New Mexico,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,3.7,2009-03-01,2,0.5,1.0,2.2
2009-06-01,New Mexico,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,3.5,2009-04-01,2,-0.10000000000000053,0.7000000000000002,2.3
2009-07-01,New Mexico,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,3.9,3.8,2009-05-01,2,0.7000000000000002,1.0999999999999996,2.7
2009-08-01,New Mexico,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,3.9,2009-06-01,2,0.2999999999999998,0.8999999999999995,2.9
2009-09-01,New Mexico,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,4.1,2009-07-01,2,0.20000000000000018,1.2000000000000002,2.9000000000000004
2009-10-01,New Mexico,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,4.6,2009-08-01,2,0.5,1.0,2.9000000000000004
2009-11-01,New Mexico,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,4.0,2009-09-01,2,0.20000000000000018,0.9000000000000004,3.7
2009-12-01,New Mexico,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,4.4,2009-10-01,2,0.20000000000000018,0.9000000000000004,3.5
2010-01-01,New Mexico,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,4.3,2009-11-01,2,-0.10000000000000053,0.2999999999999998,3.5
2010-02-01,New Mexico,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,2009-12-01,2,0.5000000000000009,0.6000000000000005,3.4000000000000004
2010-03-01,New Mexico,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,5.1,4.9,2009-12-01,3,0.5000000000000009,0.6000000000000005,3.4000000000000004
2010-04-01,New Mexico,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,5.4,2010-02-01,2,0.1999999999999993,0.8999999999999995,3.299999999999999
2010-05-01,New Mexico,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,5.9,2010-03-01,2,0.10000000000000142,0.5,2.9000000000000004
2010-06-01,New Mexico,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,5.8,2010-04-01,2,-0.10000000000000142,0.1999999999999993,2.8999999999999995
2010-07-01,New Mexico,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,6.8,6.5,2010-05-01,2,-0.29999999999999893,-0.29999999999999893,1.9000000000000004
2010-08-01,New Mexico,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,6.8,2010-06-01,2,-0.20000000000000107,-0.6000000000000014,1.3999999999999995
2010-09-01,New Mexico,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,7.0,2010-07-01,2,0.0,-0.5,1.1999999999999993
2010-10-01,New Mexico,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,7.5,2010-08-01,2,0.10000000000000142,-0.09999999999999964,0.8000000000000007
2010-11-01,New Mexico,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,7.7,2010-09-01,2,-0.10000000000000142,0.0,0.4999999999999991
2010-12-01,New Mexico,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,7.9,2010-10-01,2,0.20000000000000107,0.20000000000000107,0.5
2011-01-01,New Mexico,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,7.8,2010-11-01,2,0.09999999999999964,0.1999999999999993,0.7000000000000002
2011-02-01,New Mexico,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,2010-12-01,2,0.0,0.3000000000000007,0.1999999999999993
2011-03-01,New Mexico,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,8.5,8.3,2010-12-01,3,0.0,0.3000000000000007,0.1999999999999993
2011-04-01,New Mexico,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,8.7,2011-02-01,2,0.0,0.1999999999999993,0.0
2011-05-01,New Mexico,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,8.8,2011-03-01,2,-0.5999999999999996,-0.40000000000000036,-0.7000000000000011
2011-06-01,New Mexico,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,8.7,2011-04-01,2,-0.5,-1.0999999999999996,-1.0999999999999996
2011-07-01,New Mexico,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,8.2,8.4,2011-05-01,2,-0.6999999999999993,-1.799999999999999,-1.5
2011-08-01,New Mexico,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,8.2,2011-06-01,2,-0.10000000000000053,-1.2999999999999998,-1.3999999999999995
2011-09-01,New Mexico,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,8.2,2011-07-01,2,-0.09999999999999964,-0.8999999999999995,-1.4999999999999991
2011-10-01,New Mexico,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,8.3,2011-08-01,2,-0.10000000000000053,-0.3000000000000007,-1.700000000000001
2011-11-01,New Mexico,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,8.2,2011-09-01,2,0.0,-0.20000000000000018,-1.5999999999999996
2011-12-01,New Mexico,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,8.4,2011-10-01,2,0.0,-0.10000000000000053,-1.8000000000000007
2012-01-01,New Mexico,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,8.5,2011-11-01,2,-0.09999999999999964,-0.09999999999999964,-2.0
2012-02-01,New Mexico,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,2011-12-01,2,0.09999999999999964,0.0,-1.9000000000000004
2012-03-01,New Mexico,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,8.7,8.5,2011-12-01,3,0.09999999999999964,0.0,-1.9000000000000004
2012-04-01,New Mexico,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,8.7,2012-02-01,2,0.20000000000000018,0.7000000000000002,-1.4999999999999991
2012-05-01,New Mexico,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,8.1,2012-03-01,2,0.0,0.6000000000000005,-0.8999999999999995
2012-06-01,New Mexico,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,7.6,2012-04-01,2,-0.2999999999999998,-0.09999999999999964,-0.6999999999999993
2012-07-01,New Mexico,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,6.8,6.9,2012-05-01,2,-0.20000000000000018,-0.5,-0.20000000000000018
2012-08-01,New Mexico,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,6.8,2012-06-01,2,-0.20000000000000018,-0.7000000000000002,-0.2999999999999998
2012-09-01,New Mexico,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,6.7,2012-07-01,2,0.09999999999999964,-0.3000000000000007,-0.10000000000000053
2012-10-01,New Mexico,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,6.6,2012-08-01,2,-0.09999999999999964,-0.20000000000000018,-0.09999999999999964
2012-11-01,New Mexico,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,6.6,2012-09-01,2,-0.09999999999999964,-0.09999999999999964,-0.1999999999999993
2012-12-01,New Mexico,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,6.6,2012-10-01,2,-0.10000000000000053,-0.2999999999999998,-0.2999999999999998
2013-01-01,New Mexico,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,6.5,2012-11-01,2,-0.09999999999999964,-0.2999999999999998,-0.2999999999999998
2013-02-01,New Mexico,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,2012-12-01,2,0.20000000000000018,0.0,-0.1999999999999993
2013-03-01,New Mexico,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,7.0,6.6,2012-12-01,3,0.20000000000000018,0.0,-0.1999999999999993
2013-04-01,New Mexico,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,7.2,2013-02-01,2,0.20000000000000018,0.5999999999999996,-0.40000000000000036
2013-05-01,New Mexico,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,7.2,2013-03-01,2,0.10000000000000053,0.5,-0.2999999999999998
2013-06-01,New Mexico,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,6.9,2013-04-01,2,-0.20000000000000018,0.10000000000000053,-0.20000000000000018
2013-07-01,New Mexico,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,6.5,6.7,2013-05-01,2,0.0,-0.09999999999999964,0.0
2013-08-01,New Mexico,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,6.5,2013-06-01,2,0.09999999999999964,-0.10000000000000053,0.2999999999999998
2013-09-01,New Mexico,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,6.6,2013-07-01,2,0.10000000000000053,0.20000000000000018,0.3000000000000007
2013-10-01,New Mexico,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,2013-08-01,2,-0.10000000000000053,0.09999999999999964,0.2999999999999998
2013-11-01,New Mexico,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,6.4,6.5,2013-08-01,3,-0.10000000000000053,0.09999999999999964,0.2999999999999998
2013-12-01,New Mexico,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,6.3,2013-10-01,2,-0.10000000000000053,-0.3000000000000007,0.2999999999999998
2014-01-01,New Mexico,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,6.2,2013-11-01,2,-0.1999999999999993,-0.39999999999999947,0.20000000000000018
2014-02-01,New Mexico,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,2013-12-01,2,0.0,-0.2999999999999998,0.0
2014-03-01,New Mexico,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,6.8,6.6,6.4,2013-12-01,3,0.0,-0.2999999999999998,0.0
2014-04-01,New Mexico,6.7,6.6,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,6.8,2014-02-01,2,0.10000000000000053,0.2999999999999998,-0.09999999999999964
2014-05-01,New Mexico,7.0,6.7,6.6,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,6.9,2014-03-01,2,0.2999999999999998,0.5999999999999996,0.09999999999999964
2014-06-01,New Mexico,6.8,7.0,6.7,6.6,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,6.7,2014-04-01,2,-0.20000000000000018,0.20000000000000018,0.09999999999999964
2014-07-01,New Mexico,6.5,6.8,7.0,6.7,6.6,6.4,6.4,6.6,6.7,6.8,6.9,6.8,6.7,2014-05-01,2,-0.2999999999999998,-0.20000000000000018,-0.20000000000000018
