state,abbr,fips,claim_type,obs_date,first_release_date,value_first_release,is_current,pub_lag_days,value_current,revision,revision_pct
California,CA,06,cclaims,2020-09-26,2020-10-09,2802145.0,False,13,2212779.0,-589366.0,-21.032673184292747
California,CA,06,cclaims,2020-10-03,2020-10-16,2802145.0,False,13,2011273.0,-790872.0,-28.223807119189047
Colorado,CO,08,cclaims,2010-08-28,2010-09-16,57721.0,False,19,57726.0,5.0,0.008662358586996067
Colorado,CO,08,cclaims,2010-09-04,2010-09-23,54293.0,False,19,54300.0,7.0,0.012893006464921813
Colorado,CO,08,cclaims,2010-09-11,2010-09-30,56332.0,False,19,56342.0,10.0,0.017751899453241494
Colorado,CO,08,cclaims,2010-09-18,2010-10-07,54042.0,False,19,54046.0,4.0,0.007401650568076681
Colorado,CO,08,cclaims,2010-09-25,2010-10-14,54734.0,False,19,54742.0,8.0,0.01461614353052947
Colorado,CO,08,cclaims,2010-10-02,2010-10-21,52718.0,False,19,52723.0,5.0,0.009484426571569482
Colorado,CO,08,cclaims,2010-10-09,2010-10-28,53441.0,False,19,53450.0,9.0,0.01684100222675474
Colorado,CO,08,cclaims,2010-10-16,2010-11-04,55905.0,False,19,55908.0,3.0,0.005366246310705661
Colorado,CO,08,cclaims,2010-10-23,2010-11-10,54188.0,False,18,54196.0,8.0,0.014763416254521298
Colorado,CO,08,cclaims,2010-10-30,2010-11-18,56474.0,False,19,56479.0,5.0,0.008853631759747849
Colorado,CO,08,cclaims,2010-11-06,2010-11-24,53911.0,False,18,53921.0,10.0,0.018549090167127302
Colorado,CO,08,cclaims,2010-11-13,2010-12-02,57201.0,False,19,57209.0,8.0,0.013985769479554554
Colorado,CO,08,cclaims,2010-11-20,2010-12-09,53611.0,False,19,53625.0,14.0,0.026114043759676187
Colorado,CO,08,cclaims,2010-11-27,2010-12-16,58377.0,False,19,58383.0,6.0,0.010278020453260702
Colorado,CO,08,cclaims,2010-12-04,2010-12-23,56840.0,False,19,56853.0,13.0,0.02287121745249824
Colorado,CO,08,cclaims,2010-12-11,2010-12-30,59514.0,False,19,59516.0,2.0,0.0033605538192694154
Colorado,CO,08,cclaims,2021-01-16,2021-02-01,85895.0,False,16,56543.0,-29352.0,-34.171954130042494
Colorado,CO,08,cclaims,2021-01-23,2021-02-08,70471.0,False,16,48749.0,-21722.0,-30.8240269046842
Colorado,CO,08,cclaims,2021-01-30,2021-02-12,72839.0,False,13,50366.0,-22473.0,-30.852977113908757
Colorado,CO,08,cclaims,2021-02-06,2021-02-19,70188.0,False,13,47827.0,-22361.0,-31.85872228871032
Colorado,CO,08,cclaims,2021-02-13,2021-02-26,71951.0,False,13,47863.0,-24088.0,-33.478339425442314
Colorado,CO,08,cclaims,2021-02-20,2021-03-08,75534.0,False,16,47285.0,-28249.0,-37.39905208250589
Colorado,CO,08,cclaims,2021-02-27,2021-03-12,91729.0,False,13,49419.0,-42310.0,-46.124998637290275
Colorado,CO,08,cclaims,2021-03-06,2021-03-22,91327.0,False,16,48006.0,-43321.0,-47.4350411159898
Colorado,CO,08,cclaims,2021-03-13,2021-03-26,88631.0,False,13,46601.0,-42030.0,-47.42133113696111
Colorado,CO,08,cclaims,2021-03-20,2021-04-02,95096.0,False,13,47573.0,-47523.0,-49.973710776478505
Colorado,CO,08,cclaims,2021-03-27,2021-04-09,82157.0,False,13,50973.0,-31184.0,-37.95659529924413
Colorado,CO,08,cclaims,2021-04-03,2021-04-23,70271.0,False,20,46853.0,-23418.0,-33.32526931451096
Colorado,CO,08,cclaims,2021-04-10,2021-04-23,63456.0,False,13,44047.0,-19409.0,-30.586548159354514
Colorado,CO,08,cclaims,2021-04-17,2021-04-30,61947.0,False,13,43351.0,-18596.0,-30.019209969812906
Colorado,CO,08,cclaims,2021-04-24,2021-05-07,61309.0,False,13,42812.0,-18497.0,-30.170121841817675
Colorado,CO,08,cclaims,2021-05-01,2021-05-14,59827.0,False,13,41712.0,-18115.0,-30.27897103314557
Colorado,CO,08,cclaims,2021-05-08,2021-05-21,58462.0,False,13,41377.0,-17085.0,-29.2241113885943
Colorado,CO,08,cclaims,2022-01-01,2022-01-17,19872.0,False,16,29038.0,9166.0,46.12520128824477
Colorado,CO,08,cclaims,2022-01-08,2022-01-21,20040.0,False,13,28361.0,8321.0,41.52195608782435
Colorado,CO,08,cclaims,2022-01-15,2022-01-28,19662.0,False,13,28309.0,8647.0,43.97823212287661
Colorado,CO,08,cclaims,2022-01-22,2022-02-04,20369.0,False,13,29852.0,9483.0,46.55604104276106
Colorado,CO,08,cclaims,2022-01-29,2022-02-11,18996.0,False,13,27466.0,8470.0,44.58833438618657
Colorado,CO,08,cclaims,2022-02-05,2022-02-21,18848.0,False,16,27915.0,9067.0,48.10589983022071
Colorado,CO,08,cclaims,2022-02-12,2022-02-28,17811.0,False,16,26168.0,8357.0,46.9204424232216
Colorado,CO,08,cclaims,2022-02-19,2022-03-04,17805.0,False,13,25812.0,8007.0,44.97051390058972
Colorado,CO,08,cclaims,2022-02-26,2022-03-14,17169.0,False,16,25351.0,8182.0,47.65565845419069
Colorado,CO,08,cclaims,2022-03-05,2022-03-18,16802.0,False,13,24361.0,7559.0,44.988691822402096
Colorado,CO,08,cclaims,2022-03-12,2022-03-25,15484.0,False,13,22434.0,6950.0,44.8850426246448
Colorado,CO,08,cclaims,2022-03-19,2022-04-01,14660.0,False,13,21384.0,6724.0,45.86630286493861
Colorado,CO,08,cclaims,2022-03-26,2022-04-08,13941.0,False,13,20590.0,6649.0,47.69385266480166
Colorado,CO,08,cclaims,2023-03-25,2023-04-07,24123.0,False,13,21415.0,-2708.0,-11.225801102682087
Colorado,CO,08,cclaims,2023-04-01,2023-04-14,23416.0,False,13,20670.0,-2746.0,-11.727024256918346
Colorado,CO,08,cclaims,2023-04-08,2023-04-21,23954.0,False,13,21102.0,-2852.0,-11.906153460799866
Colorado,CO,08,cclaims,2023-04-15,2023-04-28,23291.0,False,13,20497.0,-2794.0,-11.996049976385729
Colorado,CO,08,cclaims,2023-04-22,2023-05-05,21894.0,False,13,20221.0,-1673.0,-7.641362930483238
Colorado,CO,08,cclaims,2023-04-29,2023-05-12,21827.0,False,13,19952.0,-1875.0,-8.590278095936226
Colorado,CO,08,cclaims,2023-05-06,2023-05-19,21022.0,False,13,19398.0,-1624.0,-7.7252402245266865
Colorado,CO,08,cclaims,2023-05-13,2023-05-26,20025.0,False,13,18767.0,-1258.0,-6.282147315855181
Colorado,CO,08,cclaims,2023-05-20,2023-06-02,20382.0,False,13,18946.0,-1436.0,-7.0454322441369825
Colorado,CO,08,cclaims,2023-05-27,2023-06-09,20321.0,False,13,18945.0,-1376.0,-6.7713203090399094
Colorado,CO,08,cclaims,2023-06-03,2023-06-16,20729.0,False,13,18876.0,-1853.0,-8.939167350089248
Colorado,CO,08,cclaims,2023-06-10,2023-06-23,22514.0,False,13,19825.0,-2689.0,-11.94367948831838
Colorado,CO,08,cclaims,2024-07-13,2024-07-26,25728.0,False,13,26339.0,611.0,2.3748445273631837
Colorado,CO,08,cclaims,2025-08-09,2025-08-22,33129.0,False,13,33021.0,-108.0,-0.32599837000814996
Connecticut,CT,09,cclaims,2016-01-16,2016-02-04,48572.0,False,19,47436.0,-1136.0,-2.338796014164539
Connecticut,CT,09,cclaims,2021-03-20,2021-04-02,73233.0,False,13,77640.0,4407.0,6.017778870181475
Connecticut,CT,09,cclaims,2022-06-25,2022-07-08,18659.0,False,13,19172.0,513.0,2.749343480358004
Connecticut,CT,09,cclaims,2022-07-02,2022-07-15,424296.0,False,13,20705.0,-403591.0,-95.12015196937986
Delaware,DE,10,cclaims,2025-12-27,2026-01-09,6581.0,False,13,6582.0,1.0,0.0151952590791673
District of Columbia,DC,11,cclaims,2010-11-13,2010-12-02,12600.0,False,19,12641.0,41.0,0.3253968253968254
District of Columbia,DC,11,cclaims,2010-11-27,2010-12-16,12524.0,False,19,12639.0,115.0,0.9182369849888214
District of Columbia,DC,11,cclaims,2011-01-08,2011-01-27,13442.0,False,19,13812.0,370.0,2.752566582353816
District of Columbia,DC,11,cclaims,2011-01-15,2011-02-03,13376.0,False,19,13446.0,70.0,0.5233253588516746
District of Columbia,DC,11,cclaims,2020-10-24,2020-11-06,377600.0,False,13,37760.0,-339840.0,-90.0
District of Columbia,DC,11,cclaims,2024-07-06,2024-07-19,6494.0,False,13,6588.0,94.0,1.4474899907607022
Florida,FL,12,cclaims,2011-12-10,2011-12-29,141539.0,False,19,141772.0,233.0,0.1646189389496888
Florida,FL,12,cclaims,2011-12-17,2012-01-05,135310.0,False,19,136266.0,956.0,0.7065257556721602
Florida,FL,12,cclaims,2013-10-12,2013-10-31,86435.0,False,19,101720.0,15285.0,17.683808642332387
Florida,FL,12,cclaims,2013-10-19,2013-11-07,82704.0,False,19,97224.0,14520.0,17.55658734764945
Florida,FL,12,cclaims,2013-10-26,2013-11-14,90768.0,False,19,102377.0,11609.0,12.78974969152124
Florida,FL,12,cclaims,2013-11-02,2013-11-21,95594.0,False,19,102946.0,7352.0,7.690859258949306
Florida,FL,12,cclaims,2013-11-09,2013-11-27,92257.0,False,18,108977.0,16720.0,18.123286037915822
Florida,FL,12,cclaims,2013-11-16,2013-12-05,94103.0,False,19,109949.0,15846.0,16.838995568685377
Florida,FL,12,cclaims,2013-11-23,2013-12-12,79815.0,False,19,94914.0,15099.0,18.917496711144523
Florida,FL,12,cclaims,2013-11-30,2013-12-19,102022.0,False,19,112620.0,10598.0,10.387955539001393
Florida,FL,12,cclaims,2013-12-07,2013-12-26,90774.0,False,19,99767.0,8993.0,9.907021834445986
Florida,FL,12,cclaims,2013-12-14,2014-01-02,92036.0,False,19,102914.0,10878.0,11.8192881046547
Florida,FL,12,cclaims,2013-12-21,2014-01-09,83108.0,False,19,92976.0,9868.0,11.873706502382442
Florida,FL,12,cclaims,2013-12-28,2014-01-16,88930.0,False,19,102108.0,13178.0,14.818396491622623
Florida,FL,12,cclaims,2014-01-04,2014-01-23,95607.0,False,19,106342.0,10735.0,11.22825734517347
Florida,FL,12,cclaims,2014-01-11,2014-01-30,94247.0,False,19,105126.0,10879.0,11.54307298906066
Florida,FL,12,cclaims,2014-01-18,2014-02-06,116340.0,False,19,116594.0,254.0,0.21832559738696922
Florida,FL,12,cclaims,2014-01-25,2014-02-13,104922.0,False,19,104978.0,56.0,0.0533729818341244
Florida,FL,12,cclaims,2014-02-01,2014-02-20,107589.0,False,19,107580.0,-9.0,-0.008365167442768313
Florida,FL,12,cclaims,2014-02-08,2014-02-27,99519.0,False,19,99513.0,-6.0,-0.006028999487535044
Florida,FL,12,cclaims,2014-02-15,2014-03-06,104425.0,False,19,104423.0,-2.0,-0.001915250179554704
Florida,FL,12,cclaims,2022-12-03,2022-12-16,44840.0,False,13,38506.0,-6334.0,-14.125780553077611
Florida,FL,12,cclaims,2023-01-28,2023-02-10,37110.0,False,13,37920.0,810.0,2.1827000808407435
Georgia,GA,13,cclaims,2011-01-01,2011-01-20,129343.0,False,19,142207.0,12864.0,9.945648392259342
Georgia,GA,13,cclaims,2023-08-05,2023-08-18,33087.0,False,13,34864.0,1777.0,5.370689394626289
Hawaii,HI,15,cclaims,2012-03-24,2012-04-12,13123.0,False,19,13129.0,6.0,0.045721252762325686
Hawaii,HI,15,cclaims,2012-06-16,2012-07-05,13201.0,False,19,13143.0,-58.0,-0.43936065449587147
Hawaii,HI,15,cclaims,2018-09-08,2018-09-27,6663.0,False,19,6693.0,30.0,0.45024763619990993
Hawaii,HI,15,cclaims,2018-09-15,2018-10-04,6447.0,False,19,6475.0,28.0,0.43431053203040176
Hawaii,HI,15,cclaims,2018-09-22,2018-10-11,6427.0,False,19,6454.0,27.0,0.4201026917690991
Hawaii,HI,15,cclaims,2018-09-29,2018-10-18,6253.0,False,19,6287.0,34.0,0.5437390052774668
Hawaii,HI,15,cclaims,2018-10-06,2018-10-25,6362.0,False,19,6392.0,30.0,0.4715498270983967
Hawaii,HI,15,cclaims,2018-10-13,2018-11-01,6613.0,False,19,6644.0,31.0,0.46877362770300923
Hawaii,HI,15,cclaims,2018-10-20,2018-11-08,6821.0,False,19,6854.0,33.0,0.4838000293212139
Hawaii,HI,15,cclaims,2018-10-27,2018-11-15,6695.0,False,19,6728.0,33.0,0.4929051530993278
Hawaii,HI,15,cclaims,2018-11-03,2018-11-23,6966.0,False,20,6967.0,1.0,0.014355440712029861
Hawaii,HI,15,cclaims,2018-11-10,2018-11-29,6950.0,False,19,6989.0,39.0,0.5611510791366906
Hawaii,HI,15,cclaims,2018-11-17,2018-12-06,6678.0,False,19,6715.0,37.0,0.5540581012279125
Hawaii,HI,15,cclaims,2018-11-24,2018-12-13,7326.0,False,19,7365.0,39.0,0.5323505323505323
Hawaii,HI,15,cclaims,2018-12-01,2018-12-20,6687.0,False,19,6759.0,72.0,1.0767160161507403
Hawaii,HI,15,cclaims,2018-12-08,2018-12-27,6718.0,False,19,6667.0,-51.0,-0.759154510270914
Hawaii,HI,15,cclaims,2018-12-15,2019-01-03,6626.0,False,19,6757.0,131.0,1.977060066405071
Hawaii,HI,15,cclaims,2018-12-22,2019-01-10,6720.0,False,19,6760.0,40.0,0.5952380952380952
Hawaii,HI,15,cclaims,2018-12-29,2019-01-17,5193.0,False,19,5233.0,40.0,0.7702676680146351
Hawaii,HI,15,cclaims,2019-01-05,2019-01-24,7942.0,False,19,7979.0,37.0,0.4658776126920171
Hawaii,HI,15,cclaims,2019-01-12,2019-01-31,7244.0,False,19,7278.0,34.0,0.46935394809497516
Hawaii,HI,15,cclaims,2019-01-19,2019-02-07,6935.0,False,19,6967.0,32.0,0.4614275414563807
Hawaii,HI,15,cclaims,2019-01-26,2019-02-14,6904.0,False,19,6936.0,32.0,0.4634994206257242
Hawaii,HI,15,cclaims,2019-02-02,2019-02-21,6861.0,False,19,6894.0,33.0,0.4809794490599038
Hawaii,HI,15,cclaims,2019-02-09,2019-02-28,6692.0,False,19,6743.0,51.0,0.762104004781829
Hawaii,HI,15,cclaims,2019-02-16,2019-03-07,6870.0,False,19,6901.0,31.0,0.4512372634643377
Hawaii,HI,15,cclaims,2019-02-23,2019-03-14,6872.0,False,19,6900.0,28.0,0.4074505238649592
Hawaii,HI,15,cclaims,2019-03-02,2019-03-21,6633.0,False,19,6661.0,28.0,0.42213176541534747
Hawaii,HI,15,cclaims,2019-03-09,2019-03-28,6575.0,False,19,6602.0,27.0,0.41064638783269963
Hawaii,HI,15,cclaims,2019-03-16,2019-04-04,6529.0,False,19,6552.0,23.0,0.35227446775922805
Hawaii,HI,15,cclaims,2019-03-23,2019-04-11,6625.0,False,19,6646.0,21.0,0.3169811320754717
Hawaii,HI,15,cclaims,2019-03-30,2019-04-18,6601.0,False,19,6624.0,23.0,0.34843205574912894
Hawaii,HI,15,cclaims,2019-04-06,2019-04-25,6553.0,False,19,6579.0,26.0,0.39676484053105443
Hawaii,HI,15,cclaims,2019-04-13,2019-05-02,6276.0,False,19,6301.0,25.0,0.39834289356277885
Hawaii,HI,15,cclaims,2019-04-20,2019-05-09,6582.0,False,19,6605.0,23.0,0.34943786083257367
Hawaii,HI,15,cclaims,2019-04-27,2019-05-16,6491.0,False,19,6513.0,22.0,0.33893082729933754
Hawaii,HI,15,cclaims,2019-05-04,2019-05-23,6622.0,False,19,6645.0,23.0,0.347327091513138
Hawaii,HI,15,cclaims,2019-05-11,2019-05-30,6669.0,False,19,6690.0,21.0,0.3148897885739991
Hawaii,HI,15,cclaims,2019-05-18,2019-06-06,6805.0,False,19,6824.0,19.0,0.2792064658339456
Hawaii,HI,15,cclaims,2019-05-25,2019-06-13,6534.0,False,19,6553.0,19.0,0.2907866544230181
Hawaii,HI,15,cclaims,2019-06-01,2019-06-20,6920.0,False,19,6940.0,20.0,0.2890173410404624
Hawaii,HI,15,cclaims,2019-06-08,2019-06-27,7150.0,False,19,7170.0,20.0,0.27972027972027974
Hawaii,HI,15,cclaims,2019-06-22,2019-07-11,6949.0,False,19,6957.0,8.0,0.11512447834220751
Hawaii,HI,15,cclaims,2019-06-29,2019-07-18,7431.0,False,19,7451.0,20.0,0.26914278024491994
Hawaii,HI,15,cclaims,2019-07-06,2019-07-25,7304.0,False,19,7322.0,18.0,0.24644030668127057
Hawaii,HI,15,cclaims,2019-07-13,2019-08-01,7218.0,False,19,7233.0,15.0,0.20781379883624274
Hawaii,HI,15,cclaims,2019-07-20,2019-08-08,6818.0,False,19,6835.0,17.0,0.24933998239953065
Hawaii,HI,15,cclaims,2019-07-27,2019-08-15,6837.0,False,19,6855.0,18.0,0.26327336551118913
Hawaii,HI,15,cclaims,2019-08-03,2019-08-22,6681.0,False,19,6698.0,17.0,0.2544529262086514
Hawaii,HI,15,cclaims,2019-08-10,2019-08-29,6357.0,False,19,6377.0,20.0,0.3146138115463269
Hawaii,HI,15,cclaims,2019-08-17,2019-09-05,6528.0,False,19,6546.0,18.0,0.2757352941176471
Hawaii,HI,15,cclaims,2019-08-24,2019-09-12,6300.0,False,19,6319.0,19.0,0.3015873015873016
Hawaii,HI,15,cclaims,2019-08-31,2019-09-19,6343.0,False,19,6359.0,16.0,0.25224657102317516
Hawaii,HI,15,cclaims,2019-09-07,2019-09-26,6309.0,False,19,6324.0,15.0,0.23775558725630053
Hawaii,HI,15,cclaims,2019-09-14,2019-10-03,6300.0,False,19,6318.0,18.0,0.2857142857142857
Hawaii,HI,15,cclaims,2019-09-21,2019-10-10,5873.0,False,19,5893.0,20.0,0.34054146092286736
Hawaii,HI,15,cclaims,2019-09-28,2019-10-17,6000.0,False,19,6019.0,19.0,0.31666666666666665
Hawaii,HI,15,cclaims,2019-10-05,2019-10-24,5892.0,False,19,5910.0,18.0,0.30549898167006106
Hawaii,HI,15,cclaims,2019-10-12,2019-10-31,6284.0,False,19,6306.0,22.0,0.3500954805856143
Hawaii,HI,15,cclaims,2019-10-19,2019-11-07,5680.0,False,19,5704.0,24.0,0.42253521126760557
Hawaii,HI,15,cclaims,2019-10-26,2019-11-14,5837.0,False,19,5863.0,26.0,0.4454342984409799
Hawaii,HI,15,cclaims,2019-11-02,2019-11-21,5731.0,False,19,5764.0,33.0,0.5758157389635317
Hawaii,HI,15,cclaims,2019-11-16,2019-12-05,5745.0,False,19,5779.0,34.0,0.5918189730200174
Hawaii,HI,15,cclaims,2019-11-23,2019-12-12,5883.0,False,19,5916.0,33.0,0.5609382967873533
Hawaii,HI,15,cclaims,2019-11-30,2019-12-19,6165.0,False,19,6199.0,34.0,0.551500405515004
Hawaii,HI,15,cclaims,2019-12-14,2020-01-02,5653.0,False,19,5693.0,40.0,0.7075888908544136
Hawaii,HI,15,cclaims,2019-12-21,2020-01-09,5726.0,False,19,5767.0,41.0,0.7160321341250436
Hawaii,HI,15,cclaims,2019-12-28,2020-01-16,6770.0,False,19,6813.0,43.0,0.6351550960118169
Hawaii,HI,15,cclaims,2020-01-04,2020-01-23,7811.0,False,19,7849.0,38.0,0.4864934067340929
Hawaii,HI,15,cclaims,2020-01-11,2020-01-30,6586.0,False,19,6623.0,37.0,0.5617977528089888
Hawaii,HI,15,cclaims,2020-01-18,2020-02-06,6372.0,False,19,6407.0,35.0,0.549278091650973
Hawaii,HI,15,cclaims,2020-01-25,2020-02-13,6038.0,False,19,6070.0,32.0,0.5299768135144087
Hawaii,HI,15,cclaims,2020-02-01,2020-02-20,6173.0,False,19,6205.0,32.0,0.5183865219504292
Hawaii,HI,15,cclaims,2020-02-08,2020-02-27,6089.0,False,19,6121.0,32.0,0.5255378551486287
Hawaii,HI,15,cclaims,2020-02-15,2020-03-05,6195.0,False,19,6223.0,28.0,0.4519774011299435
Hawaii,HI,15,cclaims,2020-02-22,2020-03-12,5925.0,False,19,5951.0,26.0,0.43881856540084385
Hawaii,HI,15,cclaims,2020-02-29,2020-03-19,6021.0,False,19,6047.0,26.0,0.4318219564856336
Hawaii,HI,15,cclaims,2020-03-07,2020-03-26,6195.0,False,19,6204.0,9.0,0.14527845036319612
Hawaii,HI,15,cclaims,2020-03-14,2020-04-02,6426.0,False,19,6477.0,51.0,0.7936507936507936
Hawaii,HI,15,cclaims,2020-03-21,2020-04-09,10930.0,False,19,10997.0,67.0,0.6129917657822507
Hawaii,HI,15,cclaims,2020-03-28,2020-04-16,32123.0,False,19,32226.0,103.0,0.3206425302742583
Hawaii,HI,15,cclaims,2020-04-04,2020-04-23,48205.0,False,19,48305.0,100.0,0.20744736023234106
Hawaii,HI,15,cclaims,2020-04-11,2020-04-30,72161.0,False,19,72261.0,100.0,0.13857901082302074
Hawaii,HI,15,cclaims,2020-04-18,2020-05-07,68480.0,False,19,68637.0,157.0,0.2292640186915888
Hawaii,HI,15,cclaims,2020-04-25,2020-05-14,87942.0,False,19,88110.0,168.0,0.19103500034113394
Hawaii,HI,15,cclaims,2020-05-02,2020-05-21,110757.0,False,19,110922.0,165.0,0.14897478263224898
Hawaii,HI,15,cclaims,2020-05-09,2020-05-28,145543.0,False,19,145711.0,168.0,0.11542980425029029
Hawaii,HI,15,cclaims,2020-05-16,2020-06-04,127921.0,False,19,128086.0,165.0,0.128985858459518
Hawaii,HI,15,cclaims,2020-05-23,2020-06-11,124777.0,False,19,124939.0,162.0,0.12983161960938314
