as_of_date,state,latest_obs_date,vintage_lag_months,urate_t0,urate_t1,urate_t2,urate_t3,urate_t4,urate_t5,urate_mom1,urate_mom3,urate_mean3,urate_mean6
2006-03-01,Indiana,2005-12-01,3,5.5,5.3,5.4,5.3,5.4,5.4,0.20000000000000018,0.20000000000000018,5.400000000000001,5.383333333333334
2006-03-01,Kentucky,2005-12-01,3,6.3,6.2,6.0,5.7,5.4,5.9,0.09999999999999964,0.5999999999999996,6.166666666666667,5.916666666666667
2006-03-01,Mississippi,2005-12-01,3,9.9,9.5,9.6,9.6,6.8,6.5,0.40000000000000036,0.3000000000000007,9.666666666666666,8.65
2006-03-01,Missouri,2005-12-01,3,5.1,5.6,5.0,4.8,4.6,5.6,-0.5,0.2999999999999998,5.233333333333333,5.116666666666667
2006-03-01,Tennessee,2005-12-01,3,5.4,5.8,5.6,5.1,5.3,5.5,-0.39999999999999947,0.3000000000000007,5.599999999999999,5.45
2006-04-01,Arkansas,2006-02-01,2,4.7,4.3,4.5,4.8,4.9,5.7,0.40000000000000036,-0.09999999999999964,4.5,4.816666666666667
2006-04-01,Illinois,2006-02-01,2,5.0,5.2,5.5,5.3,5.5,5.7,-0.20000000000000018,-0.2999999999999998,5.233333333333333,5.366666666666667
2006-04-01,Indiana,2006-02-01,2,5.1,4.7,5.5,5.3,5.4,5.3,0.39999999999999947,-0.20000000000000018,5.1000000000000005,5.216666666666667
2006-04-01,Kentucky,2006-02-01,2,6.3,6.3,6.3,6.2,6.0,5.7,0.0,0.09999999999999964,6.3,6.133333333333333
2006-04-01,Mississippi,2006-02-01,2,8.4,8.4,9.9,9.5,9.6,9.6,0.0,-1.0999999999999996,8.9,9.233333333333334
2006-04-01,Missouri,2006-02-01,2,4.8,4.7,5.1,5.6,5.0,4.8,0.09999999999999964,-0.7999999999999998,4.866666666666666,5.0
2006-04-01,Tennessee,2006-02-01,2,5.2,5.1,5.4,5.8,5.6,5.1,0.10000000000000053,-0.5999999999999996,5.233333333333333,5.366666666666667
2006-05-01,Arkansas,2006-03-01,2,4.8,4.7,4.3,4.5,4.8,4.9,0.09999999999999964,0.2999999999999998,4.6000000000000005,4.666666666666667
2006-05-01,Illinois,2006-03-01,2,5.1,5.0,5.2,5.5,5.3,5.5,0.09999999999999964,-0.40000000000000036,5.1000000000000005,5.266666666666667
2006-05-01,Indiana,2006-03-01,2,4.9,5.1,4.7,5.5,5.3,5.4,-0.1999999999999993,-0.5999999999999996,4.8999999999999995,5.1499999999999995
2006-05-01,Kentucky,2006-03-01,2,6.0,6.3,6.3,6.3,6.2,6.0,-0.2999999999999998,-0.2999999999999998,6.2,6.183333333333334
2006-05-01,Mississippi,2006-03-01,2,7.9,8.4,8.4,9.9,9.5,9.6,-0.5,-2.0,8.233333333333334,8.950000000000001
2006-05-01,Missouri,2006-03-01,2,4.5,4.8,4.7,5.1,5.6,5.0,-0.2999999999999998,-0.5999999999999996,4.666666666666667,4.95
2006-05-01,Tennessee,2006-03-01,2,5.1,5.2,5.1,5.4,5.8,5.6,-0.10000000000000053,-0.3000000000000007,5.133333333333334,5.366666666666667
2006-06-01,Arkansas,2006-04-01,2,5.1,4.8,4.7,4.3,4.5,4.8,0.2999999999999998,0.7999999999999998,4.866666666666666,4.7
2006-06-01,Illinois,2006-04-01,2,5.1,5.1,5.0,5.2,5.5,5.3,0.0,-0.10000000000000053,5.066666666666666,5.2
2006-06-01,Indiana,2006-04-01,2,4.9,4.9,5.1,4.7,5.5,5.3,0.0,0.20000000000000018,4.966666666666667,5.066666666666667
2006-06-01,Kentucky,2006-04-01,2,6.1,6.0,6.3,6.3,6.3,6.2,0.09999999999999964,-0.20000000000000018,6.133333333333333,6.2
2006-06-01,Mississippi,2006-04-01,2,7.7,7.9,8.4,8.4,9.9,9.5,-0.20000000000000018,-0.7000000000000002,8.0,8.633333333333333
2006-06-01,Missouri,2006-04-01,2,4.6,4.5,4.8,4.7,5.1,5.6,0.09999999999999964,-0.10000000000000053,4.633333333333333,4.883333333333333
2006-06-01,Tennessee,2006-04-01,2,5.4,5.1,5.2,5.1,5.4,5.8,0.3000000000000007,0.3000000000000007,5.233333333333333,5.333333333333333
2006-07-01,Arkansas,2006-05-01,2,5.3,5.1,4.8,4.7,4.3,4.5,0.20000000000000018,0.5999999999999996,5.066666666666666,4.783333333333333
2006-07-01,Illinois,2006-05-01,2,4.6,5.1,5.1,5.0,5.2,5.5,-0.5,-0.40000000000000036,4.933333333333333,5.083333333333333
2006-07-01,Indiana,2006-05-01,2,5.0,4.9,4.9,5.1,4.7,5.5,0.09999999999999964,-0.09999999999999964,4.933333333333334,5.016666666666667
2006-07-01,Kentucky,2006-05-01,2,5.6,6.1,6.0,6.3,6.3,6.3,-0.5,-0.7000000000000002,5.8999999999999995,6.1000000000000005
2006-07-01,Mississippi,2006-05-01,2,7.3,7.7,7.9,8.4,8.4,9.9,-0.40000000000000036,-1.1000000000000005,7.633333333333333,8.266666666666666
2006-07-01,Missouri,2006-05-01,2,4.4,4.6,4.5,4.8,4.7,5.1,-0.1999999999999993,-0.39999999999999947,4.5,4.683333333333334
2006-07-01,Tennessee,2006-05-01,2,5.4,5.4,5.1,5.2,5.1,5.4,0.0,0.20000000000000018,5.3,5.266666666666667
2006-08-01,Arkansas,2006-06-01,2,5.2,5.3,5.1,4.8,4.7,4.3,-0.09999999999999964,0.40000000000000036,5.2,4.8999999999999995
2006-08-01,Illinois,2006-06-01,2,4.5,4.6,5.1,5.1,5.0,5.2,-0.09999999999999964,-0.5999999999999996,4.733333333333333,4.916666666666666
2006-08-01,Indiana,2006-06-01,2,5.2,5.0,4.9,4.9,5.1,4.7,0.20000000000000018,0.2999999999999998,5.033333333333333,4.966666666666667
2006-08-01,Kentucky,2006-06-01,2,5.8,5.6,6.1,6.0,6.3,6.3,0.20000000000000018,-0.20000000000000018,5.833333333333333,6.016666666666667
2006-08-01,Mississippi,2006-06-01,2,7.1,7.3,7.7,7.9,8.4,8.4,-0.20000000000000018,-0.8000000000000007,7.366666666666666,7.8
2006-08-01,Missouri,2006-06-01,2,4.7,4.4,4.6,4.5,4.8,4.7,0.2999999999999998,0.20000000000000018,4.566666666666667,4.616666666666667
2006-08-01,Tennessee,2006-06-01,2,5.6,5.4,5.4,5.1,5.2,5.1,0.1999999999999993,0.5,5.466666666666666,5.3
2006-09-01,Arkansas,2006-07-01,2,5.4,5.2,5.3,5.1,4.8,4.7,0.20000000000000018,0.3000000000000007,5.300000000000001,5.083333333333333
2006-09-01,Illinois,2006-07-01,2,4.7,4.5,4.6,5.1,5.1,5.0,0.20000000000000018,-0.39999999999999947,4.6,4.833333333333333
2006-09-01,Indiana,2006-07-01,2,5.7,5.2,5.0,4.9,4.9,5.1,0.5,0.7999999999999998,5.3,5.133333333333334
2006-09-01,Kentucky,2006-07-01,2,6.3,5.8,5.6,6.1,6.0,6.3,0.5,0.20000000000000018,5.8999999999999995,6.016666666666666
2006-09-01,Mississippi,2006-07-01,2,8.0,7.1,7.3,7.7,7.9,8.4,0.9000000000000004,0.2999999999999998,7.466666666666666,7.733333333333333
2006-09-01,Missouri,2006-07-01,2,4.7,4.7,4.4,4.6,4.5,4.8,0.0,0.10000000000000053,4.6000000000000005,4.616666666666666
2006-09-01,Tennessee,2006-07-01,2,5.9,5.6,5.4,5.4,5.1,5.2,0.3000000000000007,0.5,5.633333333333333,5.433333333333334
2006-10-01,Arkansas,2006-08-01,2,5.3,5.4,5.2,5.3,5.1,4.8,-0.10000000000000053,0.0,5.3,5.183333333333333
2006-10-01,Illinois,2006-08-01,2,4.7,4.7,4.5,4.6,5.1,5.1,0.0,0.10000000000000053,4.633333333333334,4.783333333333334
2006-10-01,Indiana,2006-08-01,2,5.3,5.7,5.2,5.0,4.9,4.9,-0.40000000000000036,0.2999999999999998,5.3999999999999995,5.166666666666667
2006-10-01,Kentucky,2006-08-01,2,5.8,6.3,5.8,5.6,6.1,6.0,-0.5,0.20000000000000018,5.966666666666666,5.933333333333334
2006-10-01,Mississippi,2006-08-01,2,7.1,8.0,7.1,7.3,7.7,7.9,-0.9000000000000004,-0.20000000000000018,7.3999999999999995,7.516666666666667
2006-10-01,Missouri,2006-08-01,2,5.1,4.7,4.7,4.4,4.6,4.5,0.39999999999999947,0.6999999999999993,4.833333333333333,4.666666666666667
2006-10-01,Tennessee,2006-08-01,2,5.7,5.9,5.6,5.4,5.4,5.1,-0.20000000000000018,0.2999999999999998,5.733333333333334,5.516666666666667
2006-11-01,Arkansas,2006-09-01,2,5.2,5.3,5.4,5.2,5.3,5.1,-0.09999999999999964,0.0,5.3,5.25
2006-11-01,Illinois,2006-09-01,2,4.4,4.7,4.7,4.5,4.6,5.1,-0.2999999999999998,-0.09999999999999964,4.6000000000000005,4.666666666666667
2006-11-01,Indiana,2006-09-01,2,5.1,5.3,5.7,5.2,5.0,4.9,-0.20000000000000018,-0.10000000000000053,5.366666666666666,5.199999999999999
2006-11-01,Kentucky,2006-09-01,2,5.3,5.8,6.3,5.8,5.6,6.1,-0.5,-0.5,5.8,5.816666666666666
2006-11-01,Mississippi,2006-09-01,2,7.2,7.1,8.0,7.1,7.3,7.7,0.10000000000000053,0.10000000000000053,7.433333333333334,7.3999999999999995
2006-11-01,Missouri,2006-09-01,2,5.0,5.1,4.7,4.7,4.4,4.6,-0.09999999999999964,0.2999999999999998,4.933333333333334,4.75
2006-11-01,Tennessee,2006-09-01,2,4.6,5.7,5.9,5.6,5.4,5.4,-1.1000000000000005,-1.0,5.400000000000001,5.433333333333334
2006-12-01,Arkansas,2006-10-01,2,5.1,5.2,5.3,5.4,5.2,5.3,-0.10000000000000053,-0.3000000000000007,5.2,5.25
2006-12-01,Illinois,2006-10-01,2,4.1,4.4,4.7,4.7,4.5,4.6,-0.3000000000000007,-0.6000000000000005,4.3999999999999995,4.5
2006-12-01,Indiana,2006-10-01,2,5.0,5.1,5.3,5.7,5.2,5.0,-0.09999999999999964,-0.7000000000000002,5.133333333333333,5.216666666666666
2006-12-01,Kentucky,2006-10-01,2,5.2,5.3,5.8,6.3,5.8,5.6,-0.09999999999999964,-1.0999999999999996,5.433333333333334,5.666666666666667
2006-12-01,Mississippi,2006-10-01,2,6.7,7.2,7.1,8.0,7.1,7.3,-0.5,-1.2999999999999998,7.0,7.233333333333333
2006-12-01,Missouri,2006-10-01,2,5.4,5.0,5.1,4.7,4.7,4.4,0.40000000000000036,0.7000000000000002,5.166666666666667,4.883333333333333
2006-12-01,Tennessee,2006-10-01,2,4.5,4.6,5.7,5.9,5.6,5.4,-0.09999999999999964,-1.4000000000000004,4.933333333333334,5.283333333333334
2007-01-01,Arkansas,2006-11-01,2,5.2,5.1,5.2,5.3,5.4,5.2,0.10000000000000053,-0.09999999999999964,5.166666666666667,5.233333333333333
2007-01-01,Illinois,2006-11-01,2,4.1,4.1,4.4,4.7,4.7,4.5,0.0,-0.6000000000000005,4.2,4.416666666666667
2007-01-01,Indiana,2006-11-01,2,4.8,5.0,5.1,5.3,5.7,5.2,-0.20000000000000018,-0.5,4.966666666666667,5.183333333333333
2007-01-01,Kentucky,2006-11-01,2,5.5,5.2,5.3,5.8,6.3,5.8,0.2999999999999998,-0.2999999999999998,5.333333333333333,5.6499999999999995
2007-01-01,Mississippi,2006-11-01,2,7.5,6.7,7.2,7.1,8.0,7.1,0.7999999999999998,0.40000000000000036,7.133333333333333,7.266666666666667
2007-01-01,Missouri,2006-11-01,2,5.1,5.4,5.0,5.1,4.7,4.7,-0.3000000000000007,0.0,5.166666666666667,5.0
2007-01-01,Tennessee,2006-11-01,2,5.0,4.5,4.6,5.7,5.9,5.6,0.5,-0.7000000000000002,4.7,5.216666666666668
2007-02-01,Arkansas,2006-12-01,2,5.1,5.2,5.1,5.2,5.3,5.4,-0.10000000000000053,-0.10000000000000053,5.133333333333334,5.216666666666668
2007-02-01,Illinois,2006-12-01,2,4.1,4.1,4.1,4.4,4.7,4.7,0.0,-0.3000000000000007,4.1,4.35
2007-02-01,Indiana,2006-12-01,2,4.8,4.8,5.0,5.1,5.3,5.7,0.0,-0.2999999999999998,4.866666666666666,5.116666666666666
2007-02-01,Kentucky,2006-12-01,2,5.2,5.5,5.2,5.3,5.8,6.3,-0.2999999999999998,-0.09999999999999964,5.3,5.55
2007-02-01,Mississippi,2006-12-01,2,7.5,7.5,6.7,7.2,7.1,8.0,0.0,0.2999999999999998,7.233333333333333,7.333333333333333
2007-02-01,Missouri,2006-12-01,2,4.9,5.1,5.4,5.0,5.1,4.7,-0.1999999999999993,-0.09999999999999964,5.133333333333334,5.033333333333333
2007-02-01,Tennessee,2006-12-01,2,4.7,5.0,4.5,4.6,5.7,5.9,-0.2999999999999998,0.10000000000000053,4.733333333333333,5.066666666666666
2007-03-01,Arkansas,2006-12-01,3,5.1,5.2,5.1,5.2,5.3,5.4,-0.10000000000000053,-0.10000000000000053,5.133333333333334,5.216666666666668
2007-03-01,Illinois,2006-12-01,3,4.1,4.1,4.1,4.4,4.7,4.7,0.0,-0.3000000000000007,4.1,4.35
2007-03-01,Indiana,2006-12-01,3,4.8,4.8,5.0,5.1,5.3,5.7,0.0,-0.2999999999999998,4.866666666666666,5.116666666666666
2007-03-01,Kentucky,2006-12-01,3,5.2,5.5,5.2,5.3,5.8,6.3,-0.2999999999999998,-0.09999999999999964,5.3,5.55
2007-03-01,Mississippi,2006-12-01,3,7.5,7.5,6.7,7.2,7.1,8.0,0.0,0.2999999999999998,7.233333333333333,7.333333333333333
2007-03-01,Missouri,2006-12-01,3,4.9,5.1,5.4,5.0,5.1,4.7,-0.1999999999999993,-0.09999999999999964,5.133333333333334,5.033333333333333
2007-03-01,Tennessee,2006-12-01,3,4.7,5.0,4.5,4.6,5.7,5.9,-0.2999999999999998,0.10000000000000053,4.733333333333333,5.066666666666666
2007-04-01,Arkansas,2007-02-01,2,5.0,5.1,5.1,5.2,5.1,5.2,-0.09999999999999964,-0.20000000000000018,5.066666666666666,5.116666666666666
2007-04-01,Illinois,2007-02-01,2,4.8,4.6,4.1,4.1,4.1,4.4,0.20000000000000018,0.7000000000000002,4.499999999999999,4.349999999999999
2007-04-01,Indiana,2007-02-01,2,4.7,5.1,4.8,4.8,5.0,5.1,-0.39999999999999947,-0.09999999999999964,4.866666666666667,4.916666666666667
2007-04-01,Kentucky,2007-02-01,2,5.7,5.6,5.2,5.5,5.2,5.3,0.10000000000000053,0.20000000000000018,5.5,5.416666666666667
2007-04-01,Mississippi,2007-02-01,2,6.7,6.2,7.5,7.5,6.7,7.2,0.5,-0.7999999999999998,6.8,6.966666666666668
2007-04-01,Missouri,2007-02-01,2,5.0,4.6,4.9,5.1,5.4,5.0,0.40000000000000036,-0.09999999999999964,4.833333333333333,5.0
2007-04-01,Tennessee,2007-02-01,2,4.9,4.8,4.7,5.0,4.5,4.6,0.10000000000000053,-0.09999999999999964,4.8,4.75
2007-05-01,Arkansas,2007-03-01,2,4.9,5.0,5.1,5.1,5.2,5.1,-0.09999999999999964,-0.1999999999999993,5.0,5.066666666666666
2007-05-01,Illinois,2007-03-01,2,4.2,4.8,4.6,4.1,4.1,4.1,-0.5999999999999996,0.10000000000000053,4.533333333333333,4.316666666666666
2007-05-01,Indiana,2007-03-01,2,4.6,4.7,5.1,4.8,4.8,5.0,-0.10000000000000053,-0.20000000000000018,4.8,4.833333333333333
2007-05-01,Kentucky,2007-03-01,2,5.4,5.7,5.6,5.2,5.5,5.2,-0.2999999999999998,0.20000000000000018,5.566666666666667,5.433333333333334
2007-05-01,Mississippi,2007-03-01,2,6.9,6.7,6.2,7.5,7.5,6.7,0.20000000000000018,-0.5999999999999996,6.6000000000000005,6.916666666666667
2007-05-01,Missouri,2007-03-01,2,4.7,5.0,4.6,4.9,5.1,5.4,-0.2999999999999998,-0.20000000000000018,4.766666666666667,4.949999999999999
2007-05-01,Tennessee,2007-03-01,2,4.7,4.9,4.8,4.7,5.0,4.5,-0.20000000000000018,0.0,4.800000000000001,4.766666666666667
2007-06-01,Arkansas,2007-04-01,2,5.0,4.9,5.0,5.1,5.1,5.2,0.09999999999999964,-0.09999999999999964,4.966666666666667,5.05
2007-06-01,Illinois,2007-04-01,2,4.8,4.2,4.8,4.6,4.1,4.1,0.5999999999999996,0.20000000000000018,4.6000000000000005,4.433333333333334
2007-06-01,Indiana,2007-04-01,2,4.8,4.6,4.7,5.1,4.8,4.8,0.20000000000000018,-0.2999999999999998,4.699999999999999,4.8
2007-06-01,Kentucky,2007-04-01,2,5.3,5.4,5.7,5.6,5.2,5.5,-0.10000000000000053,-0.2999999999999998,5.466666666666666,5.45
2007-06-01,Mississippi,2007-04-01,2,6.8,6.9,6.7,6.2,7.5,7.5,-0.10000000000000053,0.5999999999999996,6.8,6.933333333333333
2007-06-01,Missouri,2007-04-01,2,4.5,4.7,5.0,4.6,4.9,5.1,-0.20000000000000018,-0.09999999999999964,4.733333333333333,4.8
2007-06-01,Tennessee,2007-04-01,2,4.4,4.7,4.9,4.8,4.7,5.0,-0.2999999999999998,-0.39999999999999947,4.666666666666667,4.75
2007-07-01,Arkansas,2007-05-01,2,5.2,5.0,4.9,5.0,5.1,5.1,0.20000000000000018,0.20000000000000018,5.033333333333333,5.050000000000001
2007-07-01,Illinois,2007-05-01,2,4.8,4.8,4.2,4.8,4.6,4.1,0.0,0.0,4.6000000000000005,4.550000000000001
2007-07-01,Indiana,2007-05-01,2,4.5,4.8,4.6,4.7,5.1,4.8,-0.2999999999999998,-0.20000000000000018,4.633333333333334,4.750000000000001
2007-07-01,Kentucky,2007-05-01,2,5.5,5.3,5.4,5.7,5.6,5.2,0.20000000000000018,-0.20000000000000018,5.400000000000001,5.45
2007-07-01,Mississippi,2007-05-01,2,6.0,6.8,6.9,6.7,6.2,7.5,-0.7999999999999998,-0.7000000000000002,6.566666666666667,6.683333333333334
2007-07-01,Missouri,2007-05-01,2,4.6,4.5,4.7,5.0,4.6,4.9,0.09999999999999964,-0.40000000000000036,4.6000000000000005,4.716666666666666
2007-07-01,Tennessee,2007-05-01,2,4.7,4.4,4.7,4.9,4.8,4.7,0.2999999999999998,-0.20000000000000018,4.6000000000000005,4.7
2007-08-01,Arkansas,2007-06-01,2,5.0,5.2,5.0,4.9,5.0,5.1,-0.20000000000000018,0.09999999999999964,5.066666666666666,5.033333333333334
2007-08-01,Illinois,2007-06-01,2,5.1,4.8,4.8,4.2,4.8,4.6,0.2999999999999998,0.8999999999999995,4.8999999999999995,4.716666666666666
2007-08-01,Indiana,2007-06-01,2,4.7,4.5,4.8,4.6,4.7,5.1,0.20000000000000018,0.10000000000000053,4.666666666666667,4.733333333333333
2007-08-01,Kentucky,2007-06-01,2,5.4,5.5,5.3,5.4,5.7,5.6,-0.09999999999999964,0.0,5.3999999999999995,5.483333333333333
2007-08-01,Mississippi,2007-06-01,2,6.0,6.0,6.8,6.9,6.7,6.2,0.0,-0.9000000000000004,6.266666666666667,6.4333333333333345
2007-08-01,Missouri,2007-06-01,2,4.8,4.6,4.5,4.7,5.0,4.6,0.20000000000000018,0.09999999999999964,4.633333333333333,4.699999999999999
2007-08-01,Tennessee,2007-06-01,2,4.1,4.7,4.4,4.7,4.9,4.8,-0.6000000000000005,-0.6000000000000005,4.4,4.6000000000000005
2007-09-01,Arkansas,2007-07-01,2,5.5,5.0,5.2,5.0,4.9,5.0,0.5,0.5,5.233333333333333,5.1000000000000005
2007-09-01,Illinois,2007-07-01,2,5.2,5.1,4.8,4.8,4.2,4.8,0.10000000000000053,0.40000000000000036,5.033333333333334,4.816666666666667
2007-09-01,Indiana,2007-07-01,2,4.6,4.7,4.5,4.8,4.6,4.7,-0.10000000000000053,-0.20000000000000018,4.6000000000000005,4.65
2007-09-01,Kentucky,2007-07-01,2,5.7,5.4,5.5,5.3,5.4,5.7,0.2999999999999998,0.40000000000000036,5.533333333333334,5.500000000000001
2007-09-01,Mississippi,2007-07-01,2,6.7,6.0,6.0,6.8,6.9,6.7,0.7000000000000002,-0.09999999999999964,6.233333333333333,6.516666666666667
2007-09-01,Missouri,2007-07-01,2,4.9,4.8,4.6,4.5,4.7,5.0,0.10000000000000053,0.40000000000000036,4.766666666666667,4.749999999999999
2007-09-01,Tennessee,2007-07-01,2,4.1,4.1,4.7,4.4,4.7,4.9,0.0,-0.3000000000000007,4.3,4.483333333333333
2007-10-01,Arkansas,2007-08-01,2,5.5,5.5,5.0,5.2,5.0,4.9,0.0,0.2999999999999998,5.333333333333333,5.183333333333334
2007-10-01,Illinois,2007-08-01,2,5.4,5.2,5.1,4.8,4.8,4.2,0.20000000000000018,0.6000000000000005,5.233333333333333,4.916666666666667
2007-10-01,Indiana,2007-08-01,2,4.9,4.6,4.7,4.5,4.8,4.6,0.3000000000000007,0.40000000000000036,4.733333333333333,4.683333333333334
2007-10-01,Kentucky,2007-08-01,2,5.6,5.7,5.4,5.5,5.3,5.4,-0.10000000000000053,0.09999999999999964,5.566666666666667,5.483333333333334
2007-10-01,Mississippi,2007-08-01,2,5.9,6.7,6.0,6.0,6.8,6.9,-0.7999999999999998,-0.09999999999999964,6.2,6.383333333333334
2007-10-01,Missouri,2007-08-01,2,5.3,4.9,4.8,4.6,4.5,4.7,0.39999999999999947,0.7000000000000002,5.0,4.8
2007-10-01,Tennessee,2007-08-01,2,4.0,4.1,4.1,4.7,4.4,4.7,-0.09999999999999964,-0.7000000000000002,4.066666666666666,4.333333333333333
2007-11-01,Arkansas,2007-09-01,2,5.7,5.5,5.5,5.0,5.2,5.0,0.20000000000000018,0.7000000000000002,5.566666666666666,5.316666666666666
2007-11-01,Illinois,2007-09-01,2,5.1,5.4,5.2,5.1,4.8,4.8,-0.3000000000000007,0.0,5.233333333333333,5.066666666666666
2007-11-01,Indiana,2007-09-01,2,4.5,4.9,4.6,4.7,4.5,4.8,-0.40000000000000036,-0.20000000000000018,4.666666666666667,4.666666666666667
2007-11-01,Kentucky,2007-09-01,2,6.1,5.6,5.7,5.4,5.5,5.3,0.5,0.6999999999999993,5.8,5.599999999999999
2007-11-01,Mississippi,2007-09-01,2,6.4,5.9,6.7,6.0,6.0,6.8,0.5,0.40000000000000036,6.333333333333333,6.3
2007-11-01,Missouri,2007-09-01,2,5.3,5.3,4.9,4.8,4.6,4.5,0.0,0.5,5.166666666666667,4.8999999999999995
2007-11-01,Tennessee,2007-09-01,2,4.7,4.0,4.1,4.1,4.7,4.4,0.7000000000000002,0.6000000000000005,4.266666666666667,4.333333333333333
2007-12-01,Arkansas,2007-10-01,2,5.7,5.7,5.5,5.5,5.0,5.2,0.0,0.20000000000000018,5.633333333333333,5.433333333333334
2007-12-01,Illinois,2007-10-01,2,5.3,5.1,5.4,5.2,5.1,4.8,0.20000000000000018,0.09999999999999964,5.266666666666667,5.15
2007-12-01,Indiana,2007-10-01,2,4.6,4.5,4.9,4.6,4.7,4.5,0.09999999999999964,0.0,4.666666666666667,4.633333333333334
2007-12-01,Kentucky,2007-10-01,2,5.6,6.1,5.6,5.7,5.4,5.5,-0.5,-0.10000000000000053,5.766666666666666,5.6499999999999995
2007-12-01,Mississippi,2007-10-01,2,6.1,6.4,5.9,6.7,6.0,6.0,-0.3000000000000007,-0.6000000000000005,6.133333333333333,6.183333333333333
2007-12-01,Missouri,2007-10-01,2,5.6,5.3,5.3,4.9,4.8,4.6,0.2999999999999998,0.6999999999999993,5.3999999999999995,5.083333333333333
2007-12-01,Tennessee,2007-10-01,2,4.6,4.7,4.0,4.1,4.1,4.7,-0.10000000000000053,0.5,4.433333333333334,4.366666666666666
2008-01-01,Alabama,2007-11-01,2,3.5,3.1,3.7,3.8,3.7,3.5,0.3999999999999999,-0.2999999999999998,3.4333333333333336,3.5500000000000003
2008-01-01,Alaska,2007-11-01,2,6.4,6.1,6.3,6.3,6.1,5.9,0.3000000000000007,0.10000000000000053,6.266666666666667,6.183333333333334
2008-01-01,Arizona,2007-11-01,2,4.1,3.5,3.3,3.7,3.7,3.4,0.5999999999999996,0.39999999999999947,3.633333333333333,3.616666666666666
2008-01-01,Arkansas,2007-11-01,2,5.7,5.7,5.7,5.5,5.5,5.0,0.0,0.20000000000000018,5.7,5.516666666666667
2008-01-01,California,2007-11-01,2,5.6,5.6,5.6,5.5,5.3,5.2,0.0,0.09999999999999964,5.599999999999999,5.466666666666666
2008-01-01,Colorado,2007-11-01,2,4.1,3.7,3.9,3.8,3.8,3.5,0.39999999999999947,0.2999999999999998,3.9,3.8000000000000003
2008-01-01,Connecticut,2007-11-01,2,5.0,4.7,4.5,4.6,4.5,4.3,0.2999999999999998,0.40000000000000036,4.733333333333333,4.6
2008-01-01,Delaware,2007-11-01,2,3.4,3.4,3.0,3.0,3.4,3.3,0.0,0.3999999999999999,3.266666666666667,3.25
2008-01-01,District of Columbia,2007-11-01,2,5.7,5.8,5.7,5.6,5.7,5.6,-0.09999999999999964,0.10000000000000053,5.733333333333333,5.683333333333333
2008-01-01,Florida,2007-11-01,2,4.3,4.2,4.0,4.0,3.9,3.5,0.09999999999999964,0.2999999999999998,4.166666666666667,3.983333333333333
